tm2_mode,line_mode,operator,technology,time_period,total_boarding,survey_route,survey_boardings,florida_threshold,daily_line_name,fare_system,total_hour_cap,line_name,survey_tech,survey_operator,survey_agency,standard_route_id,canonical_operator,standard_route_short_name,standard_route_long_name,standard_line_name,standard_headsign,iteration_description,iteration_number
,,SF Muni,Local Bus,md,,MUNI___38R Geary Rapid,4675.364052516328,,22_SFMTA_365,,,,Local Bus,SF Muni,,,,,,22_SFMTA_365_MD_d1_s1084,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___38R Geary Rapid,4667.81500121734,,22_SFMTA_365,,,,Local Bus,SF Muni,,,,,,22_SFMTA_365_PM_d0_s1083,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___38R Geary Rapid,4667.81500121734,,22_SFMTA_365,,,,Local Bus,SF Muni,,,,,,22_SFMTA_365_PM_d1_s1084,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___39 Coit,5.391905975938754,,22_SFMTA_341,,,,Local Bus,SF Muni,,,,,,22_SFMTA_341_EV_d0_s966,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___39 Coit,5.391905975938754,,22_SFMTA_341,,,,Local Bus,SF Muni,,,,,,22_SFMTA_341_EV_d1_s967,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___39 Coit,106.1317774242198,,22_SFMTA_341,,,,Local Bus,SF Muni,,,,,,22_SFMTA_341_MD_d0_s966,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___39 Coit,106.1317774242198,,22_SFMTA_341,,,,Local Bus,SF Muni,,,,,,22_SFMTA_341_MD_d1_s967,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___39 Coit,119.3838058542051,,22_SFMTA_341,,,,Local Bus,SF Muni,,,,,,22_SFMTA_341_PM_d0_s966,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___39 Coit,119.3838058542051,,22_SFMTA_341,,,,Local Bus,SF Muni,,,,,,22_SFMTA_341_PM_d1_s967,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___41 Union,47.65128034111113,,22_SFMTA_342,,,,Local Bus,SF Muni,,,,,,22_SFMTA_342_EA_d0_s969,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___41 Union,47.65128034111113,,22_SFMTA_342,,,,Local Bus,SF Muni,,,,,,22_SFMTA_342_EA_d1_s972,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___41 Union,42.406763394360986,,22_SFMTA_342,,,,Local Bus,SF Muni,,,,,,22_SFMTA_342_EV_d0_s970,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___41 Union,42.406763394360986,,22_SFMTA_342,,,,Local Bus,SF Muni,,,,,,22_SFMTA_342_EV_d1_s971,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___41 Union,792.3387387711498,,22_SFMTA_342,,,,Local Bus,SF Muni,,,,,,22_SFMTA_342_PM_d0_s970,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___41 Union,792.3387387711498,,22_SFMTA_342,,,,Local Bus,SF Muni,,,,,,22_SFMTA_342_PM_d1_s972,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___43 Masonic,232.347375021427,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_EA_d0_s976,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___43 Masonic,232.347375021427,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_EA_d1_s978,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___43 Masonic,679.1389285215593,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_EV_d0_s976,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___43 Masonic,679.1389285215593,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_EV_d1_s978,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___43 Masonic,2314.088184196501,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_MD_d0_s975,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___43 Masonic,2314.088184196501,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_MD_d1_s977,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___43 Masonic,1995.2671582381504,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_PM_d0_s975,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___43 Masonic,1995.2671582381504,,22_SFMTA_343,,,,Local Bus,SF Muni,,,,,,22_SFMTA_343_PM_d1_s977,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___44 OShaughnessy,370.2732954208016,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_EA_d0_s980,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___44 OShaughnessy,370.2732954208016,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_EA_d1_s985,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___44 OShaughnessy,713.9280554071192,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_EV_d0_s980,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___44 OShaughnessy,713.9280554071192,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_EV_d1_s985,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___44 OShaughnessy,2514.4125530125025,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_MD_d0_s979,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___44 OShaughnessy,2514.4125530125025,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_MD_d1_s984,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___44 OShaughnessy,2581.5658669554364,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_PM_d0_s979,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___44 OShaughnessy,2581.5658669554364,,22_SFMTA_344,,,,Local Bus,SF Muni,,,,,,22_SFMTA_344_PM_d1_s984,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___45 Union Stockton,65.45576356484568,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_EA_d0_s924,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___45 Union Stockton,65.45576356484568,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_EA_d1_s933,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___45 Union Stockton,749.4756328548544,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_EV_d0_s925,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___45 Union Stockton,749.4756328548544,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_EV_d1_s933,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___45 Union Stockton,1802.5478681260165,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_MD_d0_s925,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___45 Union Stockton,1802.5478681260165,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_MD_d1_s933,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___45 Union Stockton,1461.966032012309,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_PM_d0_s925,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___45 Union Stockton,1461.966032012309,,22_SFMTA_317,,,,Local Bus,SF Muni,,,,,,22_SFMTA_317_PM_d1_s933,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___47 Van Ness,11.53411133131778,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_EA_d0_s990,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___47 Van Ness,586.4222219499095,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_EV_d0_s990,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___47 Van Ness,586.4222219499095,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_EV_d1_s991,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___47 Van Ness,2036.661212279767,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_MD_d0_s990,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___47 Van Ness,2036.661212279767,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_MD_d1_s991,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___47 Van Ness,1453.4707084730921,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_PM_d0_s990,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___47 Van Ness,1453.4707084730921,,22_SFMTA_345,,,,Local Bus,SF Muni,,,,,,22_SFMTA_345_PM_d1_s991,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___48 Quintara 24th Street,60.4596573266748,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_EA_d0_s992,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___48 Quintara 24th Street,270.52499010338965,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_EV_d0_s992,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___48 Quintara 24th Street,270.52499010338965,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_EV_d1_s994,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___48 Quintara 24th Street,1069.2624210956835,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_MD_d0_s992,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___48 Quintara 24th Street,1069.2624210956835,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_MD_d1_s994,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___48 Quintara 24th Street,1200.8803776873706,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_PM_d0_s993,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___48 Quintara 24th Street,1200.8803776873706,,22_SFMTA_346,,,,Local Bus,SF Muni,,,,,,22_SFMTA_346_PM_d1_s995,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___49 Van Ness Mission,259.8907962489701,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_EA_d0_s999,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___49 Van Ness Mission,259.8907962489701,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_EA_d1_s1005,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___49 Van Ness Mission,1258.562014436935,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_EV_d0_s1001,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___49 Van Ness Mission,1258.562014436935,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_EV_d1_s1005,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___49 Van Ness Mission,4049.998993567837,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_MD_d0_s1001,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___49 Van Ness Mission,4049.998993567837,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_MD_d1_s1005,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___49 Van Ness Mission,3148.454591011604,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_PM_d0_s1001,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___49 Van Ness Mission,3148.454591011604,,22_SFMTA_347,,,,Local Bus,SF Muni,,,,,,22_SFMTA_347_PM_d1_s1005,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___5 Fulton,246.1315970907263,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_EA_d0_s803,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___5 Fulton,246.1315970907263,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_EA_d1_s811,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___5 Fulton,1111.3743049768532,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_EV_d0_s805,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___5 Fulton,1111.3743049768532,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_EV_d1_s811,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___5 Fulton,1291.5908975660625,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_MD_d0_s808,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___5 Fulton,1291.5908975660625,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_MD_d1_s814,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___5 Fulton,1161.3502690609846,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_PM_d0_s808,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___5 Fulton,1161.3502690609846,,22_SFMTA_304,,,,Local Bus,SF Muni,,,,,,22_SFMTA_304_PM_d1_s814,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___52 Excelsior,96.069829114366,,22_SFMTA_348,,,,Local Bus,SF Muni,,,,,,22_SFMTA_348_EV_d0_s1006,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___52 Excelsior,96.069829114366,,22_SFMTA_348,,,,Local Bus,SF Muni,,,,,,22_SFMTA_348_EV_d1_s1007,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___52 Excelsior,282.7122906763541,,22_SFMTA_348,,,,Local Bus,SF Muni,,,,,,22_SFMTA_348_MD_d0_s1006,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___52 Excelsior,282.7122906763541,,22_SFMTA_348,,,,Local Bus,SF Muni,,,,,,22_SFMTA_348_MD_d1_s1007,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___52 Excelsior,321.9406314666292,,22_SFMTA_348,,,,Local Bus,SF Muni,,,,,,22_SFMTA_348_PM_d0_s1006,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___52 Excelsior,321.9406314666292,,22_SFMTA_348,,,,Local Bus,SF Muni,,,,,,22_SFMTA_348_PM_d1_s1007,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___54 Felton,12.783790829971732,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_EA_d0_s1008,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___54 Felton,12.783790829971732,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_EA_d1_s1010,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___54 Felton,402.1106328383932,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_EV_d0_s1008,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___54 Felton,402.1106328383932,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_EV_d1_s1009,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___54 Felton,1284.9364137182115,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_MD_d0_s1008,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___54 Felton,1284.9364137182115,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_MD_d1_s1009,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___54 Felton,1041.371002563042,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_PM_d0_s1008,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___54 Felton,1041.371002563042,,22_SFMTA_349,,,,Local Bus,SF Muni,,,,,,22_SFMTA_349_PM_d1_s1009,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___55 16th Street,4.586519913866157,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_EA_d1_s1013,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___55 16th Street,102.4158368559058,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_EV_d0_s1012,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___55 16th Street,102.4158368559058,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_EV_d1_s1013,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___55 16th Street,207.1573015093723,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_MD_d0_s1012,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___55 16th Street,207.1573015093723,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_MD_d1_s1013,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___55 16th Street,266.700013388582,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_PM_d0_s1012,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___55 16th Street,266.700013388582,,22_SFMTA_350,,,,Local Bus,SF Muni,,,,,,22_SFMTA_350_PM_d1_s1013,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___56 Rutland,8.937026364761948,,22_SFMTA_351,,,,Local Bus,SF Muni,,,,,,22_SFMTA_351_EV_d0_s1015,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___56 Rutland,8.937026364761948,,22_SFMTA_351,,,,Local Bus,SF Muni,,,,,,22_SFMTA_351_EV_d1_s1017,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___56 Rutland,46.08873061968047,,22_SFMTA_351,,,,Local Bus,SF Muni,,,,,,22_SFMTA_351_MD_d0_s1014,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___56 Rutland,46.08873061968047,,22_SFMTA_351,,,,Local Bus,SF Muni,,,,,,22_SFMTA_351_MD_d1_s1016,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___56 Rutland,76.31180864194454,,22_SFMTA_351,,,,Local Bus,SF Muni,,,,,,22_SFMTA_351_PM_d0_s1014,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___56 Rutland,76.31180864194454,,22_SFMTA_351,,,,Local Bus,SF Muni,,,,,,22_SFMTA_351_PM_d1_s1016,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___57 Parkmerced,137.7220321204024,,22_SFMTA_326,,,,Local Bus,SF Muni,,,,,,22_SFMTA_326_EV_d0_s858,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___57 Parkmerced,137.7220321204024,,22_SFMTA_326,,,,Local Bus,SF Muni,,,,,,22_SFMTA_326_EV_d1_s859,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___57 Parkmerced,267.8771184397264,,22_SFMTA_326,,,,Local Bus,SF Muni,,,,,,22_SFMTA_326_MD_d0_s858,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___57 Parkmerced,267.8771184397264,,22_SFMTA_326,,,,Local Bus,SF Muni,,,,,,22_SFMTA_326_MD_d1_s859,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___57 Parkmerced,204.81668912892889,,22_SFMTA_326,,,,Local Bus,SF Muni,,,,,,22_SFMTA_326_PM_d0_s858,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___57 Parkmerced,204.81668912892889,,22_SFMTA_326,,,,Local Bus,SF Muni,,,,,,22_SFMTA_326_PM_d1_s859,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___5R Fulton Rapid,47.48540417731074,,22_SFMTA_318,,,,Local Bus,SF Muni,,,,,,22_SFMTA_318_EV_d0_s809,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___5R Fulton Rapid,2095.9125699469023,,22_SFMTA_318,,,,Local Bus,SF Muni,,,,,,22_SFMTA_318_MD_d0_s809,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___5R Fulton Rapid,2095.9125699469023,,22_SFMTA_318,,,,Local Bus,SF Muni,,,,,,22_SFMTA_318_MD_d1_s815,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___5R Fulton Rapid,2371.228203204289,,22_SFMTA_318,,,,Local Bus,SF Muni,,,,,,22_SFMTA_318_PM_d0_s809,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___5R Fulton Rapid,2371.228203204289,,22_SFMTA_318,,,,Local Bus,SF Muni,,,,,,22_SFMTA_318_PM_d1_s815,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ea,,MUNI___6 Haight Parnassus,15.226046572747475,,22_SFMTA_305,,,,Local Bus,SF Muni,,,,,,22_SFMTA_305_EA_d1_s819,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___6 Haight Parnassus,514.4157261978675,,22_SFMTA_305,,,,Local Bus,SF Muni,,,,,,22_SFMTA_305_EV_d0_s816,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,ev,,MUNI___6 Haight Parnassus,514.4157261978675,,22_SFMTA_305,,,,Local Bus,SF Muni,,,,,,22_SFMTA_305_EV_d1_s819,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___6 Haight Parnassus,1095.219694328264,,22_SFMTA_305,,,,Local Bus,SF Muni,,,,,,22_SFMTA_305_MD_d0_s816,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,md,,MUNI___6 Haight Parnassus,1095.219694328264,,22_SFMTA_305,,,,Local Bus,SF Muni,,,,,,22_SFMTA_305_MD_d1_s819,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
,,SF Muni,Local Bus,pm,,MUNI___6 Haight Parnassus,1168.9835674747674,,22_SFMTA_305,,,,Local Bus,SF Muni,,,,,,22_SFMTA_305_PM_d0_s816,,Iter 5 with Updated Observed Data and Corrected Diagnostics,5-c
