line_name,description,total_boarding,tm2_mode,line_mode,headway,fare_system,vehicle_mode
6_samtrans-ca-us_411_PM_d0_s1245,San Carlos Caltrain - College of San Mateo,188.73323917388916,24,f,26.94,6,f
6_samtrans-ca-us_411_PM_d1_s1248,San Carlos Caltrain - College of San Mateo,61.49521255493164,24,f,26.94,6,f
6_samtrans-ca-us_412_PM_d0_s1254,Redwood City Caltrain - Florence/17th loop,0,24,f,47.54,6,f
6_samtrans-ca-us_412_PM_d1_s1253,Redwood City Caltrain - Florence/17th loop,0,24,f,47.54,6,f
6_samtrans-ca-us_413_PM_d0_s1255,Cordilleras Ctr - Redwood City Transit Ctr,0,24,f,190.17,6,f
6_samtrans-ca-us_413_PM_d1_s1257,Cordilleras Ctr - Redwood City Transit Ctr,0,24,f,190.17,6,f
6_samtrans-ca-us_414_PM_d0_s1260,Redwood City Transit Ctr - Canada College,29.655357360839844,24,f,26.94,6,f
6_samtrans-ca-us_414_PM_d1_s1259,Redwood City Transit Ctr - Canada College,37.96294021606445,24,f,23.77,6,f
6_samtrans-ca-us_415_PM_d0_s1262,Redwood City Transit Ctr - Alameda/Woodside,24.31862449645996,24,f,23.77,6,f
6_samtrans-ca-us_415_PM_d1_s1261,Redwood City Transit Ctr - Alameda/Woodside,18.427814483642578,24,f,23.77,6,f
6_samtrans-ca-us_416_PM_d0_s1265,Redwood City Transit Ctr - Florence/17th,0,24,f,47.54,6,f
6_samtrans-ca-us_416_PM_d1_s1264,Redwood City Transit Ctr - Florence/17th,0,24,f,47.54,6,f
6_samtrans-ca-us_417_PM_d0_s1273,Serramonte Center - South City High,7.72454047203064,24,f,95.09,6,f
6_samtrans-ca-us_418_PM_d0_s1269,Purdue/Fordham - Stanford Mall,35.44306629896164,24,f,47.54,6,f
6_samtrans-ca-us_418_PM_d1_s1268,Purdue/Fordham - Stanford Mall,53.53520345687866,24,f,47.54,6,f
6_samtrans-ca-us_419_PM_d0_s1274,Onetta Harris Ctr - Stanford Mall,176.4786331653595,24,f,13.47,6,f
6_samtrans-ca-us_419_PM_d1_s1275,Onetta Harris Ctr - Stanford Mall,123.48163318634033,24,f,13.47,6,f
6_samtrans-ca-us_420_PM_d0_s1277,Ringwood/Arlington - Monte Rosa/Eastridge,0.013780885376036167,24,f,95.09,6,f
6_samtrans-ca-us_420_PM_d1_s1278,Ringwood/Arlington - Monte Rosa/Eastridge,0,24,f,95.09,6,f
6_samtrans-ca-us_422_PM_d0_s1284,San Francisco - SFO - Hillsdale Mall,674.5629824399948,24,f,16.64,6,f
6_samtrans-ca-us_422_PM_d1_s1282,San Francisco - SFO - Hillsdale Mall,1867.6155401468277,24,f,19.02,6,f
6_samtrans-ca-us_423_PM_d0_s1285,SM Med Ctr - Hillsdale - CSM - Half Moon Bay,7.931482315063477,24,f,47.54,6,f
6_samtrans-ca-us_423_PM_d1_s1288,SM Med Ctr - Hillsdale - CSM - Half Moon Bay,47.69591045379639,24,f,63.39,6,f
6_samtrans-ca-us_424_PM_d0_s1290,San Mateo Caltrain - San Carlos Caltrain,23.839041233062744,24,f,38.03,6,f
6_samtrans-ca-us_424_PM_d1_s1291,San Mateo Caltrain - San Carlos Caltrain,30.310022115707397,24,f,47.54,6,f
6_samtrans-ca-us_425_PM_d0_s1293,Redwood City Transit Cente - Bayshore/Donohoe,126.0093942284584,24,f,12.68,6,f
6_samtrans-ca-us_425_PM_d1_s1292,Redwood City Transit Cente - Bayshore/Donohoe,227.9311661720276,24,f,11.89,6,f
6_samtrans-ca-us_427_PM_d1_s1299,El Camino High - Warwick/Christen,0,24,f,63.39,6,f
6_samtrans-ca-us_428_PM_d0_s1301,Hillside/Grove - Alta Loma School,0,24,f,190.17,6,f
6_samtrans-ca-us_429_PM_d0_s1303,Safe Harbor Shelter,0,24,f,38.03,6,f
6_samtrans-ca-us_430_PM_d1_s1309,Alta Loma School - Hazelwood/Kenwood,0,24,f,190.17,6,f
6_samtrans-ca-us_432_PM_d0_s1312,San Bruno BART - Redwood City Transit Ctr,20.993152052164078,24,f,47.54,6,f
6_samtrans-ca-us_433_PM_d0_s1314,Murchison & Magnolia - San Bruno BART,0,24,f,190.17,6,f
6_samtrans-ca-us_434_PM_d1_s1317,Burlingame School - Carolan (Burlingame Caltrain),0,24,f,63.39,6,f
6_samtrans-ca-us_435_PM_d0_s1318,Airport/San Bruno - Terra Nova High,18.299336463212967,24,f,190.17,6,f
6_samtrans-ca-us_439_PM_d0_s1328,Edgewater/Beach Park - Hillsdale High,8.8082115650177,24,f,190.17,6,f
6_samtrans-ca-us_441_PM_d0_s1332,Hillsdale/Norfolk - Aragon High,6.2222044467926025,24,f,95.09,6,f
6_samtrans-ca-us_442_PM_d0_s1335,Ralston School - Bridge/Bowsprit via Chula Vista,9.105305671691895,24,f,63.39,6,f
6_samtrans-ca-us_443_PM_d0_s1338,Hillsdale - Alameda & Ralston,0,24,f,190.17,6,f
6_samtrans-ca-us_443_PM_d1_s1340,Hillsdale - Alameda & Ralston,0.6438952088356018,24,f,190.17,6,f
6_samtrans-ca-us_446_PM_d0_s1348,Malborough/Dumbarton - Selby Lane School,0,24,f,190.17,6,f
6_samtrans-ca-us_448_PM_d0_s1352,Kennedy MS - Florence/17th,17.590909957885742,24,f,38.03,6,f
6_samtrans-ca-us_449_PM_d0_s1355,Oak Knoll ES - Santa Cruz/Elder,0,24,f,190.17,6,f
6_samtrans-ca-us_454_PM_d1_s1366,Florence/17th - Indian Crossing/Alpine,0,24,f,190.17,6,f
6_samtrans-ca-us_456_PM_d0_s1370,Bay/Marsh - Encinal School,0,24,f,190.17,6,f
6_samtrans-ca-us_457_PM_d0_s1372,Encinal School - Santa Monica/San Andreas,0,24,f,190.17,6,f
6_samtrans-ca-us_458_PM_d1_s1373,Redwood City Caltrain - Ralston/Alameda,2.245115578174591,24,f,190.17,6,f
6_samtrans-ca-us_459_PM_d0_s1377,Daly City BART - Palo Alto Transit Ctr,3983.9012664854527,24,f,12.68,6,f
6_samtrans-ca-us_459_PM_d1_s1379,Daly City BART - Palo Alto Transit Ctr,4009.133507013321,24,f,12.68,6,f
6_samtrans-ca-us_460_PM_d0_s1391,Flex Route Pacifica,29.200658321380615,24,f,47.54,6,f
6_samtrans-ca-us_461_PM_d1_s1393,San Carlos Flex Route,15.555560111999512,24,f,38.03,6,f
6_samtrans-ca-us_462_PM_d1_s1394,SF - SFO - Redwood City Transit Ctr EXPPRESS,145.84646475315094,80,f,47.54,6,f
6_samtrans-ca-us_463_PM_d0_s1396,South SF Shuttle,28.34956693649292,24,f,38.03,6,f
7__263_PM_d0_s724,Shopping Express,573.199567347765,13,d,15.85,99,d
7__264_PM_d0_s740,Line Y,30.400650665163994,13,d,15.85,99,d
7__265_PM_d0_s715,Line P,17.423242568969727,13,d,7.13,99,d
7__266_PM_d0_s706,Medical Center,31.764476731419563,13,d,9.51,99,d
7__267_PM_d0_s685,1050 Arastradero,23.18578004837036,13,d,16.64,99,d
7__268_PM_d0_s736,Line X,59.94922161102295,13,d,15.85,99,d
7__269_PM_d0_s728,Line S,17.59861135482788,13,d,63.39,99,d
7__270_PM_d0_s687,Line AE-F,117.21282291412354,13,d,38.03,99,d
7__271_PM_d0_s721,Research Park,65.2170991897583,13,d,16.64,99,d
7__272_PM_d0_s696,Line C,46.63129496574402,13,d,23.77,99,d
7__276_PM_d0_s699,Line C Limited,34.966117680072784,13,d,31.7,99,d
7__277_PM_d0_s743,Line Y - Limited Service PM,0,13,d,11.89,99,d
7__278_PM_d0_s739,Line X - Limited Service PM,0,13,d,19.02,99,d
7__279_PM_d0_s704,Medical Center: Holiday,20.143414169549942,13,d,8.72,99,d
7__281_PM_d0_s741,Line Y - Express Service,0,13,d,9.51,99,d
7__282_PM_d0_s688,Bohannon,126.90482626110315,13,d,23.77,99,d
7__283_PM_d0_s730,SUMC - TECH Park and Ride Shuttle,61.74056005477905,13,d,15.85,99,d
7__286_PM_d0_s735,Line W,0,13,d,14.26,99,d
7__287_PM_d0_s702,Hospital: Direct,227.53887128829956,13,d,6.34,99,d
7__288_PM_d0_s731,VA Tram,0,13,d,38.03,99,d
7__289_PM_d0_s718,Patient Tram,0,13,d,3.96,99,d
7__290_PM_d0_s726,SLAC Shuttle,55.01856231689453,13,d,23.77,99,d
99_533_259_PM_d0_s677,East Bayshore,23.2587468624115,16,d,15.85,99,d
99_533_261_PM_d0_s678,East Whisman PM,86.33777809143066,16,d,15.85,99,d
99_533_262_PM_d0_s673,West Bayshore,69.72258758544922,16,d,16.64,99,d
pnr_Alameda Main_SF Ferry_acc_PM,Alameda Main_SF Ferry,0,11,d,2.0,99,d
pnr_Alameda Main_SF Ferry_egr_PM,Alameda Main_SF Ferry,0,11,d,2.0,99,d
pnr_Alder_SCVTA LRT_acc_PM,Alder_SCVTA LRT,51.846866607666016,11,d,1.0,99,d
pnr_Alder_SCVTA LRT_egr_PM,Alder_SCVTA LRT,4.495999813079834,11,d,1.0,99,d
pnr_Alum Rock_SCVTA LRT_acc_PM,Alum Rock_SCVTA LRT,0,11,d,1.0,99,d
pnr_Alum Rock_SCVTA LRT_egr_PM,Alum Rock_SCVTA LRT,143.10951232910156,11,d,1.0,99,d
pnr_Ashby_BART_acc_PM,Ashby_BART,40.90694808959961,11,y,1.0,96,y
pnr_Ashby_BART_egr_PM,Ashby_BART,293.8211669921875,11,d,1.0,99,d
pnr_Bascom_SCVTA LRT_acc_PM,Bascom_SCVTA LRT,0,11,d,1.0,99,d
pnr_Bascom_SCVTA LRT_egr_PM,Bascom_SCVTA LRT,0,11,d,1.0,99,d
pnr_BayFair_BART_acc_PM,BayFair_BART,114.61426544189453,11,y,1.0,96,y
pnr_BayFair_BART_egr_PM,BayFair_BART,1176.4454345703125,11,d,1.0,99,d
pnr_Bayshore_Caltrain_acc_PM,Bayshore_Caltrain,4.861257076263428,11,A,1.0,98,A
pnr_Bayshore_Caltrain_egr_PM,Bayshore_Caltrain,185.8356170654297,11,d,1.0,99,d
pnr_Belmont_Caltrain_acc_PM,Belmont_Caltrain,3.332172155380249,11,A,1.0,98,A
pnr_Belmont_Caltrain_egr_PM,Belmont_Caltrain,70.55401611328125,11,d,1.0,99,d
pnr_Berkeley_Capitol_acc_PM,Berkeley_Capitol,118.46131134033203,11,d,1.0,99,d
pnr_Berkeley_Capitol_egr_PM,Berkeley_Capitol,38.918190002441406,11,d,1.0,99,d
pnr_Blossom Hill_Caltrain_acc_PM,Blossom Hill_Caltrain,0,11,A,1.0,98,A
pnr_Blossom Hill_Caltrain_egr_PM,Blossom Hill_Caltrain,0,11,d,1.0,99,d
pnr_Blossom Hill_SCVTA LRT_acc_PM,Blossom Hill_SCVTA LRT,0,11,d,1.0,99,d
pnr_Blossom Hill_SCVTA LRT_egr_PM,Blossom Hill_SCVTA LRT,0,11,d,1.0,99,d
pnr_Branham_SCVTA LRT_acc_PM,Branham_SCVTA LRT,0,11,d,2.0,99,d
pnr_Branham_SCVTA LRT_egr_PM,Branham_SCVTA LRT,0,11,d,2.0,99,d
pnr_Burlingame_Caltrain_acc_PM,Burlingame_Caltrain,0,11,A,1.0,98,A
pnr_Burlingame_Caltrain_egr_PM,Burlingame_Caltrain,402.3531494140625,11,d,1.0,99,d
pnr_California Ave_Caltrain_acc_PM,California Ave_Caltrain,27.448287963867188,11,A,2.0,98,A
pnr_California Ave_Caltrain_egr_PM,California Ave_Caltrain,78.6758804321289,11,d,2.0,99,d
pnr_Capitol_Caltrain_acc_PM,Capitol_Caltrain,0,11,A,1.0,98,A
pnr_Capitol_Caltrain_egr_PM,Capitol_Caltrain,86.64680480957031,11,d,1.0,99,d
pnr_Capitol_SCVTA LRT_acc_PM,Capitol_SCVTA LRT,0,11,d,1.0,99,d
pnr_Capitol_SCVTA LRT_egr_PM,Capitol_SCVTA LRT,0,11,d,1.0,99,d
pnr_Castro Valley_BART_acc_PM,Castro Valley_BART,24.873228073120117,11,y,2.0,96,y
pnr_Castro Valley_BART_egr_PM,Castro Valley_BART,279.71051025390625,11,d,2.0,99,d
pnr_Coliseum_BART_acc_PM,Coliseum_BART,0,11,y,1.0,96,y
pnr_Coliseum_BART_egr_PM,Coliseum_BART,615.5941162109375,11,d,1.0,99,d
pnr_Coliseum_Capitol_acc_PM,Coliseum_Capitol,1253.2052001953125,11,d,2.0,99,d
pnr_Coliseum_Capitol_egr_PM,Coliseum_Capitol,60.472991943359375,11,d,2.0,99,d
pnr_Colma_BART_acc_PM,Colma_BART,171.53375244140625,11,y,2.0,96,y
pnr_Colma_BART_egr_PM,Colma_BART,1088.348876953125,11,d,2.0,99,d
pnr_Concord_BART_acc_PM,Concord_BART,56.067169189453125,11,y,1.0,96,y
pnr_Concord_BART_egr_PM,Concord_BART,478.87359619140625,11,d,1.0,99,d
pnr_Cottle_SCVTA LRT_acc_PM,Cottle_SCVTA LRT,0,11,d,2.0,99,d
pnr_Cottle_SCVTA LRT_egr_PM,Cottle_SCVTA LRT,0,11,d,2.0,99,d
pnr_Curtner_SCVTA LRT_acc_PM,Curtner_SCVTA LRT,44.537498474121094,11,d,1.0,99,d
pnr_Curtner_SCVTA LRT_egr_PM,Curtner_SCVTA LRT,0,11,d,1.0,99,d
pnr_Daly City_BART_acc_PM,Daly City_BART,172.0707244873047,11,y,2.0,96,y
pnr_Daly City_BART_egr_PM,Daly City_BART,259.2902526855469,11,d,2.0,99,d
pnr_Dublin/Pleasanton_BART_acc_PM,Dublin/Pleasanton_BART,64.0606460571289,11,y,2.0,96,y
pnr_Dublin/Pleasanton_BART_egr_PM,Dublin/Pleasanton_BART,623.707275390625,11,d,2.0,99,d
pnr_El Cerrito Plaza_BART_acc_PM,El Cerrito Plaza_BART,29.017353057861328,11,y,1.0,96,y
pnr_El Cerrito Plaza_BART_egr_PM,El Cerrito Plaza_BART,189.06150817871094,11,d,1.0,99,d
pnr_El Cerrito del Norte_BART_acc_PM,El Cerrito del Norte_BART,164.658447265625,11,y,1.0,96,y
pnr_El Cerrito del Norte_BART_egr_PM,El Cerrito del Norte_BART,1474.4515380859375,11,d,1.0,99,d
pnr_Emeryville_Capitol_acc_PM,Emeryville_Capitol,174.66737365722656,11,d,1.0,99,d
pnr_Emeryville_Capitol_egr_PM,Emeryville_Capitol,55.92311096191406,11,d,1.0,99,d
pnr_Fremont_ACE_acc_PM,Fremont_ACE,0,11,d,2.0,99,d
pnr_Fremont_ACE_egr_PM,Fremont_ACE,45.96067810058594,11,d,2.0,99,d
pnr_Fremont_BART_acc_PM,Fremont_BART,261.5348205566406,11,y,1.0,96,y
pnr_Fremont_BART_egr_PM,Fremont_BART,1795.539794921875,11,d,1.0,99,d
pnr_Fremont_Capitol_acc_PM,Fremont_Capitol,37.93818664550781,11,d,1.0,99,d
pnr_Fremont_Capitol_egr_PM,Fremont_Capitol,91.92135620117188,11,d,1.0,99,d
pnr_Fruitvale_BART_acc_PM,Fruitvale_BART,0,11,y,1.0,96,y
pnr_Fruitvale_BART_egr_PM,Fruitvale_BART,1430.428955078125,11,d,1.0,99,d
pnr_Gilroy_Caltrain_acc_PM,Gilroy_Caltrain,8.017013549804688,11,A,1.0,98,A
pnr_Gilroy_Caltrain_egr_PM,Gilroy_Caltrain,120.14356994628906,11,d,1.0,99,d
pnr_Glen Park_BART_acc_PM,Glen Park_BART,896.0997924804688,11,y,1.0,96,y
pnr_Glen Park_BART_egr_PM,Glen Park_BART,1339.6519775390625,11,d,1.0,99,d
pnr_Great America_ACE_acc_PM,Great America_ACE,166.4300537109375,11,d,1.0,99,d
pnr_Great America_ACE_egr_PM,Great America_ACE,42.0488166809082,11,d,1.0,99,d
pnr_Great America_Capitol_acc_PM,Great America_Capitol,47.369998931884766,11,d,1.0,99,d
pnr_Great America_Capitol_egr_PM,Great America_Capitol,42.0488166809082,11,d,1.0,99,d
pnr_Great Mall_SCVTA LRT_acc_PM,Great Mall_SCVTA LRT,62.826141357421875,11,d,1.0,99,d
pnr_Great Mall_SCVTA LRT_egr_PM,Great Mall_SCVTA LRT,182.72341918945312,11,d,1.0,99,d
pnr_Harbor Bay_SF Ferry_acc_PM,Harbor Bay_SF Ferry,0,11,d,1.0,99,d
pnr_Harbor Bay_SF Ferry_egr_PM,Harbor Bay_SF Ferry,0,11,d,1.0,99,d
pnr_Hayward Park_Caltrain_acc_PM,Hayward Park_Caltrain,0,11,A,1.0,98,A
pnr_Hayward Park_Caltrain_egr_PM,Hayward Park_Caltrain,30.432315826416016,11,d,1.0,99,d
pnr_Hayward_BART_acc_PM,Hayward_BART,53.93600082397461,11,y,1.0,96,y
pnr_Hayward_BART_egr_PM,Hayward_BART,758.4747924804688,11,d,1.0,99,d
pnr_Hayward_Capitol_acc_PM,Hayward_Capitol,34.49595642089844,11,d,1.0,99,d
pnr_Hayward_Capitol_egr_PM,Hayward_Capitol,32.723777770996094,11,d,1.0,99,d
pnr_Hillsdale_Caltrain_acc_PM,Hillsdale_Caltrain,87.06981658935547,11,A,1.0,98,A
pnr_Hillsdale_Caltrain_egr_PM,Hillsdale_Caltrain,811.9823608398438,11,d,1.0,99,d
pnr_Hostetter_SCVTA LRT_acc_PM,Hostetter_SCVTA LRT,0,11,d,2.0,99,d
pnr_Hostetter_SCVTA LRT_egr_PM,Hostetter_SCVTA LRT,0,11,d,2.0,99,d
pnr_Jack London Square_Capitol_acc_PM,Jack London Square_Capitol,413.2956237792969,11,d,1.0,99,d
pnr_Jack London Square_Capitol_egr_PM,Jack London Square_Capitol,9.08681583404541,11,d,1.0,99,d
pnr_Lafayette_BART_acc_PM,Lafayette_BART,50.86249923706055,11,y,1.0,96,y
pnr_Lafayette_BART_egr_PM,Lafayette_BART,1130.2318115234375,11,d,1.0,99,d
pnr_Lake Merritt_BART_acc_PM,Lake Merritt_BART,563.062255859375,11,y,1.0,96,y
