station,district,route,direction,type,latitude,longitude,distlink,pemsonlink,shstReferenceId,A,B,model_link_id,A_B
400001,4,101,N,ML,37.364085,-121.901149,8.54699729863161e-05,1,b884a990917d6d09cb42cf2241b25fea,2144635,2119598,2196953,2144635_2119598
400006,4,880,S,ML,37.605003,-122.065542,2.06248947821153e-05,1,a76e5d7afe487513999d25dd5f29c474,2584626,2592869,3111133,2584626_2592869
400007,4,101,N,ML,37.586936,-122.337721,2.27913856539912e-05,2,f0ab25b75d0563e92800b467fc5cc70c,1547190,1512153,1071141,1547190_1512153
400009,4,80,W,ML,37.864883,-122.303345,9.57104395497039e-06,1,14d356a7b59fa34af932e90ed262855f,2513713,2571990,3013862,2513713_2571990
400010,4,101,N,ML,37.629765,-122.402365,5.40931710945849e-05,1,f8a87bd6670d3e137106cb5aca714ec9,1547936,1547976,1073472,1547936_1547976
400015,4,84,W,ML,37.534901,-122.076575,3.0889628976746e-05,1,41c86080bbf3294b9eec60be84671f24,2540313,2578728,3043778,2540313_2578728
400026,4,580,E,ML,37.809611,-122.246363,2.34100697529032e-05,1,0c95b5edb4efa755ad0e5fad2d1408fe,2508400,2579563,3008376,2508400_2579563
400027,4,80,E,ML,37.914241,-122.317388,4.81200892121495e-05,1,b45936cc1a7339732450074ae6096e92,3043503,3070652,4089555,3043503_3070652
400030,4,880,S,ML,37.359087,-121.906538,6.44245318730924e-06,1,f5c2856eec20021604ef722e49ce7ca8,2144532,2095749,2262339,2144532_2095749
400031,4,580,W,ML,37.787056,-122.196191,2.69688930942698e-05,1,061874fa2e319e9508c5466b2feb5a6a,2504120,2558744,3004068,2504120_2558744
400039,4,101,N,ML,37.637025,-122.404035,9.55834128079373e-05,1,cb2974285ee8c4091bf6f05394bfe759,1522445,1543386,1059979,1522445_1543386
400040,4,87,S,ML,37.294949,-121.873109,0.0001639020503511,1,a58a4553e809acc91bd19248f346a14b,2081029,2156955,2176972,2081029_2156955
400041,4,880,N,ML,37.633535,-122.085656,9.48607376615525e-06,2,e0c1a04c0666191b9c20e85fe89ec664,2570164,2518805,3149313,2570164_2518805
400043,4,101,S,ML,37.753591,-122.403092,2.03732642472737e-05,1,6d8b2509ddc5a1a71b55ff5b569e136a,1014653,1014389,17604,1014653_1014389
400044,4,680,S,ML,38.116791,-122.106303,2.52503237051531e-05,1,96290e0433c72e15546102b3804793f3,3519261,3519570,5036017,3519261_3519570
400045,4,880,N,ML,37.363402,-121.902233,4.07834653329438e-05,1,ae5ea28d4d82d26ccb2d5a2bb46ca485,2139601,2143673,2186282,2139601_2143673
400048,4,24,E,ML,37.86726,-122.199105,0.0002220070872143,1,c6b33427d4612ee165e6b6ce681c1113,3040879,3003567,4098630,3040879_3003567
400049,4,4,E,ML,38.015508,-121.992782,0.0002439842322826,1,31dcf6d961e8d70a0aed5c02b695e7ba,3023480,3009806,4024722,3023480_3009806
400050,4,238,N,ML,37.688984,-122.114253,3.29524237785155e-05,1,d48b8bdf573ecbf9f9684f413957ef78,2599317,2532191,3141189,2599317_2532191
400052,4,85,N,ML,37.255791,-121.875479,6.15862735806911e-05,1,3083571b723048cf79bbc8ac2ae47dcf,2048905,2156128,2051959,2048905_2156128
400057,4,880,N,ML,37.335022,-121.935522,3.20648212822239e-06,1,32b4aac446361164de4eafdabd39b42a,2050895,2123660,2054271,2050895_2123660
400059,4,85,S,ML,37.250481,-121.907735,1.58539872861263e-06,1,a73ab2696f284cd921845fe842b222b2,2011169,2136369,2178705,2011169_2136369
400060,4,80,W,ML,37.87181,-122.305549,6.15210819801587e-05,2,9a035e0ca2b93de40510f53e0eccf2a4,2580846,2539284,3102348,2580846_2539284
400067,4,880,S,ML,37.597694,-122.060285,5.92373571210075e-05,1,fd8ded051694699febf295e72a6e77da,2608333,2505019,3168274,2608333_2505019
400069,4,101,S,ML,37.385758,-121.977493,3.3425805527618e-05,1,7dc48aa303c48fb6eea805245d5af370,2110737,2082683,2134467,2110737_2082683
400071,4,92,W,ML,37.567395,-122.26939,4.66113942628922e-06,1,f4a5899c76c86494f9d98a657bc46382,1547569,1513738,1072290,1547569_1513738
400075,4,580,E,ML,37.82576,-122.275143,6.48338763675567e-05,1,fc97b5bec0a1fcbb12b4a368a0ccfb43,2555734,2530695,3167602,2555734_2530695
400079,4,80,W,ML,37.904377,-122.313309,2.33398220969168e-05,1,5c31a0c1729cd20dca4358440559f6b5,3040525,3009659,4045846,3040525_3009659
400082,4,80,E,ML,37.980187,-122.317007,2.82477884396144e-06,1,1eaba0fd38dff784c7f9d7c82d6fe4e9,3014801,3007785,4015106,3014801_3007785
400083,4,24,W,ML,37.839128,-122.264826,3.14191513996908e-05,1,542d17fc1bf95bc2077b69718c8ef1ce,2550069,2547676,3055984,2550069_2547676
400084,4,280,S,ML,37.329258,-122.012053,7.98735648676937e-06,2,13fbe0d75f54cb0b7047065393d66e57,2021211,2131393,2021506,2021211_2131393
400093,4,880,S,ML,37.811953,-122.303779,7.64763778721984e-05,1,34c3e1154bbcf2d6e13c700b8d0ade03,2533063,2584141,3035152,2533063_2584141
400096,4,237,W,ML,37.418049,-121.972381,2.16215327376715e-05,1,1716f462f7e5662391edb5e5e29828f6,2024318,2145643,2024796,2024318_2145643
400097,4,85,S,ML,37.279012,-122.010614,5.77479936711937e-05,1,f70627e06fb7973698834463ad699aa4,2022073,2037160,2263700,2022073_2037160
400100,4,17,S,ML,37.295052,-121.938872,1.38518175315778e-05,1,8fe1f924dfdb02123fedc98e18bae1bd,2105494,2028312,2153816,2105494_2028312
400101,4,24,W,ML,37.872945,-122.189548,0.0001828153283399,1,1b8b9c7b874c548ff1137a139614b62b,3013425,3022102,4013623,3013425_3022102
400103,4,24,E,ML,37.839085,-122.26443,5.88468018410295e-05,1,542d17fc1bf95bc2077b69718c8ef1ce,2550069,2547676,3055984,2550069_2547676
400104,4,237,E,ML,37.419313,-121.95548,7.84192061279222e-06,1,d2d9b754d6f83429f039ddb0278859a3,2023161,2018366,2225072,2023161_2018366
400105,4,680,S,ML,37.77936,-121.976464,2.5096765827836e-05,1,0857925213f8f49dcab09c65d1dbf102,3004224,3069148,4004151,3004224_3069148
400106,4,101,S,ML,37.586325,-122.332169,8.49555255813538e-05,1,dfd26b2508d008ad867b43ce2eae005f,1545450,1512814,1066084,1545450_1512814
400108,4,17,N,ML,37.190197,-121.992771,0.0248578508550177,4,ff8f4bf33f498176b2a6e2fe4d078ff4,2149422,2135323,2272958,2149422_2135323
400110,4,680,S,ML,37.951643,-122.055554,3.32636545740747e-05,1,e709d0778c016ab450cb6ebcdb5bd44c,3077330,3017804,4114612,3077330_3017804
400111,4,580,E,ML,37.70141,-121.888557,4.39735956702455e-06,1,4adb195680ebf70c19a79893753d00a4,2512283,2570443,3049870,2512283_2570443
400115,4,238,S,ML,37.688688,-122.114306,4.58438439694451e-06,1,5a3e53be7a9eda8c763274907f0dbbe8,2553071,2579170,3059927,2553071_2579170
400116,4,101,S,ML,37.634035,-122.403213,0.0001051845385518,1,de5839cde1e16bbac638045817fb0fe3,1544501,1527163,1065617,1544501_1527163
400118,4,680,N,ML,37.780195,-121.976672,5.77704680434251e-05,1,8586c0f7aafaa58d1c5afcd9c9da6b0d,3054434,3075566,4066358,3054434_3075566
400122,4,880,N,ML,37.36614,-121.901132,4.3019862271592e-06,1,32c5a85ffe924ef1c3c8b1a1d1265543,2050962,2065339,2054355,2050962_2065339
400124,4,80,E,ML,38.036872,-122.249008,0.0003665093877342,2,fbe357501dd5a3af4eb1a863fe5bd7ec,3080527,3043909,4125035,3080527_3043909
400126,4,80,W,ML,37.856366,-122.301014,5.80625759757442e-05,2,83d38bc991c21d7deb1b3347bf47828e,2571990,2583037,3087470,2571990_2583037
400127,4,84,E,ML,37.516003,-122.106861,0.0002002194270109,1,c92942e21cd829343976bdda1180b4f3,1542789,2598953,3133722,1542789_2598953
400128,4,80,W,ML,38.084974,-122.233096,1.51682310188292e-05,1,568799264c2c5e02b95de5b95deb98ea,3518583,3539011,5020814,3518583_3539011
400132,4,85,N,ML,37.243208,-121.806387,3.11191480426494e-05,1,e81504d73a6462421495eb3ce67a295e,2163984,2161868,2247653,2163984_2161868
400137,4,880,N,ML,37.54653,-122.022581,2.96379631191434e-05,1,935aedd4c5de8c1d2dbdad6288b7b9bb,2578287,2555262,3097926,2578287_2555262
400138,4,101,S,ML,37.317118,-121.830485,4.31556174306341e-05,1,b755acc99a2226c67e165ba48a92fbe5,2092305,2166367,2195753,2092305_2166367
400141,4,880,N,ML,37.523522,-121.989607,1.96619644026198e-05,1,7452bfeb33badc685ef9cdb09fcea3df,2565288,2583816,3077176,2565288_2583816
400143,4,101,S,ML,38.074388,-122.541483,2.48974708131055e-05,1,df209cac09d05a2f7e0a22dc8e931df8,5014656,5009642,8029515,5014656_5009642
400145,4,85,N,ML,37.251693,-121.838501,2.73796455201974e-06,1,959d67f15ff9257737554d5fdf846f1f,2125843,2109706,2160011,2125843_2109706
400148,4,85,N,ML,37.250664,-121.912479,4.54896484689124e-05,1,87b35ae5c8db5ba82ae233d566251984,2117175,2118314,2145016,2117175_2118314
400149,4,101,S,ML,37.4118,-122.077964,1.92942184380238e-05,1,83c3ebbeda4ea8d30fdc2d045f81e018,2050282,2128730,2140746,2050282_2128730
400153,4,580,E,ML,37.700938,-121.828882,1.46158153870191e-05,1,b4e09eb18c43aee9f5d9ce4aea9914ea,2590205,2562260,3120154,2590205_2562260
400154,4,17,N,ML,37.226342,-121.975157,1.22610042340186e-05,1,bf6df39d5a23a8f634be172042031dcf,2122781,2132829,2204383,2122781_2132829
400158,4,237,W,ML,37.421059,-121.93678,4.6509391293321e-06,2,5f1fc75b1b97af03030c1bc6209cf515,2088516,2162984,2101822,2088516_2162984
400160,4,101,S,ML,37.348392,-121.860589,6.03037789925726e-05,1,dfaa6d283c2992ce8a6a4e25b7cbd36b,2161047,2052922,2238679,2161047_2052922
400162,4,92,W,ML,37.552538,-122.307782,0.0001587221013357,1,77fd17b370a22347be9f3f8b0ac87190,1502993,1517475,1035383,1502993_1517475
400164,4,84,W,ML,37.530179,-122.093116,0.0036003643028038,3,9481f79e269720b0db0b493966faeb4f,2578728,1528324,3098698,2578728_1528324
400168,4,101,N,ML,37.391166,-121.995524,1.80628693813823e-05,1,863ccab853b0d56fffe02fe173dbbfe9,2116182,2151489,2143399,2116182_2151489
400172,4,101,S,ML,37.376264,-121.939712,7.77829967156074e-06,1,fdb0f8fb4769ae94fbdf0b1b2e88f6d3,2075041,2060268,2270971,2075041_2060268
400174,4,85,N,ML,37.403686,-122.06976,3.24081155382259e-05,1,ee16241ed18584ff20d9b1b207037d1b,2102510,2003516,2253966,2102510_2003516
400176,4,80,W,ML,37.867545,-122.304183,2.24643611671179e-05,1,3fe69a55506d7a078c327d075af084c8,2539284,2571990,3042551,2539284_2571990
400178,4,87,N,ML,37.276874,-121.863698,2.25584780383379e-05,1,0b612c4cb50bc65e9357b837cd2d84b3,2012193,2017657,2012177,2012193_2017657
400180,4,880,N,ML,37.674405,-122.114201,6.1696820774942e-05,1,9a83dfe7fbaf4a38ad479970620c9020,2581015,2529181,3102681,2581015_2529181
400183,4,101,N,ML,37.689942,-122.390669,1.994182565667e-05,3,8871dac538f768ed5c76f7f7995842d1,1532818,1518165,1040116,1532818_1518165
400184,4,680,N,ML,37.964604,-122.055102,8.62057311240562e-06,1,1eb5280d00b9f7c20fb03ba826fe7606,3014822,3074965,4015126,3014822_3074965
400185,4,85,N,ML,37.303131,-122.034527,3.27877857053589e-05,1,b11de6291c9abf57ed7c903d4bb00881,2019159,2088000,2189176,2019159_2088000
400189,4,880,N,ML,37.493107,-121.948928,9.20727687449368e-07,1,1a20055d9c41d9acabf571fcd25452db,2517054,2547652,3017390,2517054_2547652
400190,4,880,S,ML,37.771395,-122.223163,0.0001366237174253,1,2851096bfd261fea7b350d11c05ff8b3,2525749,2598453,3026833,2525749_2598453
400193,4,680,S,ML,37.935406,-122.060387,1.99434925726793e-05,1,b5f9b226e96aca7e3ef673eb02f76b85,3067446,3008954,4090312,3067446_3008954
400197,4,24,E,ML,37.895088,-122.112962,2.23320071333528e-06,1,f9448b3630e82b02a2a07a5eeeb3eae9,3014587,3059613,4123751,3014587_3059613
400201,4,237,W,ML,37.419186,-121.962831,6.80855502717864e-06,1,1be04b92f79c191d50da317210c87f0b,2029063,2160712,2029841,2029063_2160712
400202,4,580,E,ML,37.92135,-122.337615,7.88075665853878e-05,2,2a1cb280f4d3f9d9657a47e41607d2dc,3020053,3067391,4020835,3020053_3067391
400204,4,84,W,ML,37.521657,-122.102892,0.0010029174577563,3,9481f79e269720b0db0b493966faeb4f,2578728,1528324,3098698,2578728_1528324
400206,4,101,S,ML,37.381356,-121.96211,2.66535539713406e-05,2,80637497fe13bf6ecad259dfb0e28576,2112441,2168092,2137233,2112441_2168092
400207,4,680,N,ML,37.827979,-121.998142,4.77517170768684e-05,1,c059cfe07172e5273baeead59fb18932,3069870,3043223,4095497,3069870_3043223
400208,4,680,S,ML,37.922169,-122.061722,3.01322222120658e-05,1,d14b35e98919c0d8752252b4e5ab146d,3073337,3016470,4103852,3073337_3016470
400209,4,85,S,ML,37.319961,-122.049031,6.0722537863356e-05,1,bafa87b24b37d066d1059e86cd947f4e,2145796,2118051,2199587,2145796_2118051
400212,4,680,N,ML,37.75546,-121.962333,2.06210028860427e-05,1,f1c529d2b90c7f2a94f3bf2f6130c235,3079048,3042537,4120008,3079048_3042537
400213,4,85,S,ML,37.259192,-121.967128,4.57363048247424e-05,1,1178f83ef0d76570da88b0a4c3de3abd,2018639,2033326,2018831,2018639_2033326
400214,4,101,N,ML,38.076333,-122.54237,6.19392197318044e-06,1,d856cb1fb3aa16e30375454484b5ecb3,5019691,5010372,8028601,5019691_5010372
400216,4,580,E,ML,37.919642,-122.332292,0.0001647775036044,2,2a1cb280f4d3f9d9657a47e41607d2dc,3020053,3067391,4020835,3020053_3067391
400218,4,880,N,ML,37.803542,-122.301498,0.0001163931229756,1,93a3f44173959f51c9a5c5f7b3f4db5a,2578391,2572562,3098119,2578391_2572562
400221,4,17,N,ML,37.293614,-121.937899,8.84346256831878e-06,1,f0948f451c0b889ea10adadf3a8f5d9f,2139320,2008080,2256657,2139320_2008080
400222,4,85,N,ML,37.275395,-122.004702,8.3530717995561e-05,1,6f267efdb97ea9e511652e2ffeb81eeb,2100581,2137801,2118943,2100581_2137801
400223,4,101,S,ML,37.208513,-121.721905,0.0002694816246207,1,878824107e383733904799cede647ddd,2117056,2135620,2144825,2117056_2135620
400224,4,24,W,ML,37.835531,-122.266013,2.15879433475974e-05,1,542d17fc1bf95bc2077b69718c8ef1ce,2550069,2547676,3055984,2550069_2547676
400225,4,880,S,ML,37.689656,-122.136588,2.63324483976888e-05,1,c85dff9820c176ad891f9021244d8a95,2549693,2501180,3133219,2549693_2501180
400227,4,101,N,ML,37.377237,-121.943586,2.64160364535128e-05,1,827f3f8c4d8fbb4f62a29d0afd2eca39,2113784,2080044,2139434,2113784_2080044
400228,4,880,S,ML,37.71769,-122.175415,1.4827967261963e-05,1,c84fe01cab07fc52faac7854b66cf94b,2596107,2522257,3133175,2596107_2522257
400231,4,280,S,ML,37.762469,-122.392743,6.75582950958312e-05,1,2fc7780cd4e0fa000fb85257e0dd4597,1007176,1018272,7638,1007176_1018272
400235,4,80,W,ML,38.030602,-122.254968,2.98512629031323e-05,1,7b80b9e43d552ba8283aaa0141b990df,3051327,3060055,4061395,3051327_3060055
400236,4,87,S,ML,37.325009,-121.892984,0.0002078382365446,1,4bc5c34c8f6d6a180572cc1a8d55334c,2007617,2083127,2081136,2007617_2083127
400237,4,101,N,ML,37.210372,-121.723483,0.0001426890618013,1,f9049edc8a05bacc4d1ade237a817c38,2005135,2001872,2265920,2005135_2001872
400238,4,880,S,ML,37.413256,-121.912324,3.67390836827311e-05,1,2f7967cee0c131a7f9c64bc376e4041e,2047872,2133190,2050795,2047872_2133190
400242,4,880,S,ML,37.824311,-122.291457,0.0069909635214396,3,8958fec963e8c95f6861a66dd63b68c1,2561635,2574893,3091202,2561635_2574893
400246,4,101,N,ML,37.386551,-121.979462,1.38276301263988e-05,1,9ee8bdf8bfa4477f03731c433a709d3f,2012122,2116866,2169886,2012122_2116866
400248,4,880,S,ML,37.546915,-122.023163,3.07617765720087e-05,1,dba700affd1323084470fcf877ed3d47,2594883,2518154,3145988,2594883_2518154
400249,4,880,N,ML,37.506892,-121.966671,3.473419164359e-07,1,ab478371c9bd1c20141f949a121f7c24,2585987,2554752,3113758,2585987_2554752
400251,4,24,E,ML,37.893156,-122.123812,1.21203701497247e-05,1,f9448b3630e82b02a2a07a5eeeb3eae9,3014587,3059613,4123751,3014587_3059613
400252,4,880,N,ML,37.687544,-122.133225,2.15730330220569e-05,1,1bb17adc45c21ad17d07cb32ff987bf2,2517971,2581638,3018364,2517971_2581638
400255,4,101,N,ML,37.727662,-122.402599,2.34715050832775e-06,1,e00177c33aa84e4fda432f7e120dada8,1021899,1001708,35773,1021899_1001708
400258,4,87,N,ML,37.313462,-121.886197,0.0001266811615365,1,7760605169f8f357662289487925e29d,2106310,2065570,2127649,2106310_2065570
400260,4,101,N,ML,37.706585,-122.394455,2.28734073905552e-07,1,b958a1373a6c1ce3a73a6452ad1ddb96,1518165,1520711,1054717,1518165_1520711
400261,4,580,E,ML,37.805061,-122.234851,0.0001382463399366,1,3fa5e04fc9157fee11c7e44954648e6c,2538461,2554993,3042365,2538461_2554993
400263,4,101,S,ML,37.573665,-122.317153,2.6800123562722e-05,2,96f237808f63a496546f24317aa74a92,1535332,1524013,1044448,1535332_1524013
400264,4,101,S,ML,37.413855,-122.082578,6.96143248440088e-06,1,4746a657695276f54d1199e9e73a8331,2069159,2047781,2076396,2069159_2047781
400265,4,680,S,ML,38.070185,-122.12636,1.20248189050829e-05,1,19ae24a325f60161a1f8d53a770a6c93,3506065,3529843,5006116,3506065_3529843
400268,4,85,N,ML,37.255651,-121.858078,1.86827411279946e-05,1,47f0cf94ff462f60869c23a230bb3531,2014430,2143335,2077092,2014430_2143335
400270,4,4,E,ML,38.022118,-121.962342,5.81166997457977e-06,1,bbb39a745f0f97b88d92953f453091fc,3068829,3042254,4093163,3068829_3042254
400274,4,237,W,ML,37.409909,-121.995942,1.02150772621445e-05,1,fd494d853431a16afd39ce665bdcc9dd,2021032,2160915,2270508,2021032_2160915
400276,4,280,N,ML,37.62897,-122.432885,1.62957908496748e-05,1,0bfcac88b4dc0c45bf8a2677c9a3709b,1503577,1528569,1003577,1503577_1528569
400278,4,17,S,ML,37.266561,-121.948692,8.29658889738291e-05,1,c51594fc63509f2d5f281bd6cb1dd7e6,2045831,2067182,2210410,2045831_2067182
400283,4,101,N,ML,38.053731,-122.530648,3.113796252276e-05,1,4599644bd2c401a23d121030fd31c24c,5008385,5006029,8009158,5008385_5006029
400284,4,880,N,ML,37.630267,-122.083308,1.81960467315017e-05,2,e0c1a04c0666191b9c20e85fe89ec664,2570164,2518805,3149313,2570164_2518805
400287,4,680,N,ML,38.116567,-122.106057,2.010906308601e-05,1,6fcf199fa807989167f3910cfe0b2d6d,3516503,3526218,5026820,3516503_3526218
400289,4,24,W,ML,37.896274,-122.107979,1.63307536162014e-05,1,5d86d06d9d2f3354473d2ccb2d43914f,3041075,3029152,4046572,3041075_3029152
400291,4,101,N,ML,37.546976,-122.290032,2.49204624514804e-05,1,d5b49c441fe5e09076a678c70ecaaa86,1544295,1535049,1063103,1544295_1535049
400292,4,280,S,ML,37.316378,-121.972052,5.56689189229705e-05,2,218ff7bd29a845b4867bed60ab98cac4,2034723,2020918,2036005,2034723_2020918
400295,4,680,N,ML,38.070032,-122.126275,2.25864057833051e-05,1,6da3710a5ac4b30b1b66a3c6363cfa12,3512788,3538177,5026301,3512788_3538177
400296,4,237,E,ML,37.420359,-121.93915,4.92334162471234e-06,2,9df016b1895c68aab9e27fea53e8d665,2130657,2044184,2168765,2130657_2044184
400297,4,238,S,ML,37.689523,-122.119266,3.71028450077102e-05,2,5a3e53be7a9eda8c763274907f0dbbe8,2553071,2579170,3059927,2553071_2579170
400301,4,80,W,ML,37.999311,-122.28411,2.08596765640314e-05,1,ded007549a292997457d284dd3e01f7c,3008955,3026376,4110622,3008955_3026376
400302,4,580,E,ML,37.800558,-122.227577,5.16465873966189e-05,1,3fa5e04fc9157fee11c7e44954648e6c,2538461,2554993,3042365,2538461_2554993
400303,4,680,N,ML,37.875017,-122.045018,6.4278131163153e-05,4,43c8b0271968a33fd2f95500d7ad931b,3030943,3061823,4033582,3030943_3061823
400304,4,101,S,ML,38.069309,-122.538884,5.10205040593972e-06,1,6170d300822e8b6491aa349c0616080d,5011177,5009953,8012825,5011177_5009953
400307,4,242,S,ML,37.997771,-122.03856,6.76511709325612e-07,2,1600191cfe57b0c99f327423b1cdd978,3010873,3036190,4010935,3010873_3036190
400308,4,580,W,ML,37.800758,-122.227469,3.35236974510918e-05,1,5de18532cc0dc26ae4891f3a67e1f029,2554883,2607934,3062363,2554883_2607934
400309,4,880,N,ML,37.495016,-121.951359,2.95441550598764e-05,1,4f6d977b711e3d0a53f015ab3b19aa30,2547652,2533414,3052883,2547652_2533414
400312,4,880,S,ML,37.677442,-122.118925,3.79283701106971e-05,2,a7aa1f9c26a38e0797d508e12da7d62d,2585698,2532969,3111287,2585698_2532969
400313,4,80,W,ML,37.993511,-122.301607,2.012689725559e-05,2,07c1815feab000de951dcf9b0e2062ec,3003939,3000175,4003865,3003939_3000175
400314,4,92,E,ML,37.552461,-122.303913,9.84354088206578e-06,1,215dfb81a0b912111e339e1f978baa79,1509538,1507616,1009819,1509538_1507616
400316,4,101,N,ML,37.639474,-122.405195,3.8934217525349e-05,1,cb2974285ee8c4091bf6f05394bfe759,1522445,1543386,1059979,1522445_1543386
400317,4,84,E,ML,37.529874,-122.093324,0.0035569183478894,3,c92942e21cd829343976bdda1180b4f3,1542789,2598953,3133722,1542789_2598953
400318,4,280,S,ML,37.731198,-122.436258,5.62438921636095e-05,1,1d140df41c47950b5fa885108b91332a,1004498,1016248,4659,1004498_1016248
400319,4,280,N,ML,37.506335,-122.337198,3.45410731329269e-05,1,263c7d6329cc57114ba8e8945a85a2a6,1510841,1535682,1011252,1510841_1535682
400321,4,880,S,ML,37.659179,-122.103312,5.12163953413916e-06,1,8e6e383d06999b4ed63fd9ebf4e6e345,2543932,2564348,3094586,2543932_2564348
400323,4,24,E,ML,37.892701,-122.16068,7.46281175422567e-05,1,7d3b2bca5506a3f173652359594a09b3,3051893,3019432,4062266,3051893_3019432
400324,4,4,E,ML,38.018708,-121.941653,4.19956883798935e-05,1,250c2e998580b1ecfd48c83aace1cafb,3016667,3055644,4018271,3016667_3055644
400325,4,101,N,ML,37.304612,-121.818006,3.39286201106491e-05,2,97aa1166cc88781b266a927ed42316b4,2127043,2073424,2162138,2127043_2073424
400329,4,80,E,ML,37.903574,-122.31244,5.67223198418814e-05,1,0a156241983e4c8b817b1d773b8f6c1e,3005092,3043503,4005024,3005092_3043503
400330,4,101,S,ML,37.398628,-122.026802,1.02571485586553e-05,1,46099b7a63e7899922f72a8544426b97,2068107,2030313,2075054,2068107_2030313
400331,4,101,N,ML,37.62072,-122.399676,6.47606143082747e-05,1,f8a87bd6670d3e137106cb5aca714ec9,1547936,1547976,1073472,1547936_1547976
400333,4,880,N,ML,37.719584,-122.177086,9.50380952021105e-06,1,f9c1066fe53abecf0d5898b744d798b8,2533933,2501255,3165742,2533933_2501255
400334,4,580,W,ML,37.701111,-121.817968,3.05003556502866e-06,1,61c7d24a236574a8c7f1950a64bb1c1c,2556855,2519439,3065012,2556855_2519439
400335,4,680,N,ML,37.720756,-121.937891,7.73726890852607e-06,1,365cd7f9dad7f91caeeff9c7c111a547,2533962,3079048,4026985,2533962_3079048
400336,4,85,N,ML,37.250624,-121.928209,4.14569641266915e-05,1,89856fbe58adbcf12c661f2e33fdbd3c,2118314,2078648,2146950,2118314_2078648
400337,4,80,W,ML,38.075741,-122.231688,1.37113288080535e-05,1,6935b2eff26af1723066720b8d4800a3,3521841,3520937,5025246,3521841_3520937
400338,4,280,N,ML,37.671398,-122.466632,8.69088938033662e-05,1,05b905bcc1908505f36e4e6919a7ce67,1501662,1512460,1001651,1501662_1512460
400339,4,580,W,ML,37.79841,-122.216924,2.1442330159662e-05,2,1801f0b5d6c548dfeb1908daa09bc409,2515681,2599566,3015926,2515681_2599566
400340,4,101,S,ML,37.629746,-122.402661,4.65260250215032e-05,1,6b1d30c2be9f96814a9e7d2685972f68,1527163,1531072,1031529,1527163_1531072
400341,4,880,N,ML,37.771469,-122.22307,9.82159529510065e-05,1,e7e01550707e81b26c6e09dbbaec2a3a,2570514,2539159,3154069,2570514_2539159
400345,4,24,E,ML,37.882713,-122.1802,5.24755459582729e-05,1,b69314366cb477a5f614a2ca9013ad12,3067593,3031368,4090620,3067593_3031368
400349,4,101,N,ML,38.057912,-122.530824,0.0010782262726825,1,4599644bd2c401a23d121030fd31c24c,5008385,5006029,8009158,5008385_5006029
400350,4,280,S,ML,37.506759,-122.33852,2.00717047264065e-06,1,41db44b15d518906141837b854fafc4e,1517865,1520099,1019258,1517865_1520099
400353,4,101,N,ML,37.383125,-121.967496,1.36361862396476e-05,2,62deaaf8ad76febffe344bd685f9b18f,2091369,2077817,2105802,2091369_2077817
400354,4,24,W,ML,37.892849,-122.166614,4.51537689941376e-05,1,ef94b31fe85a84cdb0b9797262561fac,3032242,3077390,4118875,3032242_3077390
400359,4,580,E,ML,37.922431,-122.357855,4.9994258748994e-05,1,b6b6ec3500674f8c4e27f3167f59bc4a,3067624,3065400,4090685,3067624_3065400
400360,4,880,N,ML,37.730698,-122.187572,3.45493218332741e-05,1,480ef685bd13aaa5c079434a7723d5c5,2543725,2543954,3047967,2543725_2543954
400361,4,80,W,ML,37.937368,-122.326196,0.0001239425571594,1,613afe87ee6b14b7235fcecbd1c4ae2a,3042458,3052344,4048465,3042458_3052344
400363,4,880,S,ML,37.505941,-121.965865,1.36908489706912e-05,1,07fbfc45f7052c4655e5efbb1ce671e0,2505362,2583954,3005324,2505362_2583954
400378,4,80,W,ML,37.925318,-122.320965,4.7576687240915e-05,2,3edae59b4832e9ee827008ded7bb9fce,3028990,3026970,4031203,3028990_3026970
400388,4,101,N,ML,37.480426,-122.174688,2.38135763544001e-05,1,045e5a77d125a697ba50cc6b8768f8df,1501261,1507972,1001251,1501261_1507972
400389,4,24,E,ML,37.887084,-122.177406,0.00023428438355,1,44d3933c2a16eaf5c657e14eec009dae,3031368,3073191,4034092,3031368_3073191
400392,4,101,S,ML,38.063597,-122.535214,9.77303822803105e-06,1,d40979191ebdacbc403172ba8e794a25,5019481,5008196,8028039,5019481_5008196
400393,4,680,S,ML,37.837989,-122.014484,9.30880510692892e-07,2,a174bcc09c501c9990b9217aa2dce4bc,3062365,3033231,4080189,3062365_3033231
400394,4,101,S,ML,37.364382,-121.902692,5.63119961910712e-07,1,1c159b355d757576a182ae5291a4c206,2029288,2150650,2030089,2029288_2150650
400395,4,580,E,ML,37.914244,-122.325871,4.58002112941616e-05,1,3067e92a48626174b8bbb51e751c217c,3017690,3058438,4024035,3017690_3058438
400397,4,280,S,ML,37.726891,-122.445512,3.22764718257028e-05,1,7ce68514f0d8409790489b873323d074,1016248,1002422,20116,1016248_1002422
400400,4,101,N,ML,37.34241,-121.854543,3.87391705503991e-07,1,42bd3a4546c145c3a9ad66ead0cf0658,2065205,2127094,2071411,2065205_2127094
400401,4,680,S,ML,37.827922,-121.99838,2.1566291530179e-05,2,ea5c4c461c0391d117b46b54bc0d9f5c,3077886,3071038,4116255,3077886_3071038
