station,district,route,direction,type,year_of_coordinates,latitude,longitude,shstReferenceId,model_link_id,A,B,station_unique_lat_long_pairs,station_distance_moved_ft
401400,4,280,N,ML,2015,37.316841,-121.952427,842ef67ad30f027c316a3169dfa4c08c,2141190,2114873,2167541,1,0.0
401401,4,242,N,ML,2015,37.979004,-122.043205,aa1dd8480347f3febda6863a80c51a7b,4084570,3023611,3020340,1,0.0
401402,4,92,E,ML,2015,37.559157,-122.280334,85ebfd3f1a8f93557dc78c9d9aa97c3e,1039383,1532386,1510057,2,743.1059484810174
401403,4,280,N,ML,2012,37.338232,-121.854583,49b0c4abf6d4a8cde4c19fbb0207dcee,2078940,2071175,2121463,1,0.0
401405,4,101,S,ML,2017,37.769586,-122.416414,c0eb2492b7cff8cb67781b46fdaca022,30830,1021652,1009273,1,0.0
401407,4,680,N,ML,2015,37.921844,-122.061541,fd351059bcf904a54ec081fa2b617c76,4125692,3080691,3073902,2,147.69313839175786
401409,4,101,N,ML,2015,37.756863,-122.403503,ea21693c1a283505e0ff466eb8512a67,37367,1023859,1005172,1,0.0
401410,4,101,S,ML,2005,37.75671,-122.403619,6d8b2509ddc5a1a71b55ff5b569e136a,17604,1014653,1014389,1,0.0
401411,4,101,N,ML,2015,37.609492,-122.390874,571df19162cce45b639bc19a1d8b9539,1025484,1522745,1525668,2,52.79150063169225
401412,4,580,E,ML,2017,37.70086,-121.818662,cceb90413a9f52b28a70d968f4362e41,3136269,2562260,2606439,2,948.229626697841
401420,4,680,S,ML,2017,37.800514,-121.988319,47fe6cec14753937ffd77eb03f49b8dc,4035692,3032642,3004224,2,18.24974029228199
401421,4,680,S,ML,2015,38.145352,-122.110074,b642f8a14b8bd8b50ba7ffb71faae8e3,5043818,3532881,3519261,2,135.26094835059135
401422,4,680,N,ML,2015,37.800538,-121.988095,dc99d6217067b4ade6a1284280d2e1aa,4109549,3075566,3023623,2,26.523825651577265
401423,4,24,W,ML,2015,37.893061,-122.12582,ff3c52bfecca4ef2fab8c3849e2ff833,4126689,3080942,3006851,1,0.0
401424,4,680,N,ML,2015,38.145138,-122.109703,84408da1622c40020c4a61afcf6d38c3,5031787,3526218,3514845,2,37.167492591022096
401426,4,92,E,ML,2005,37.54706,-122.322765,b73754470d2a954d334b33e4decfa7fa,1054102,1525073,1539239,1,0.0
401431,4,92,W,ML,2015,37.547175,-122.322876,3b299c47bf31306b256873144cd545aa,1017288,1516182,1515069,2,474.4374534977573
401432,4,101,S,ML,2005,37.459587,-122.139581,bce1468d62652d93b1109ec79d9d5eca,1055752,1512403,1539026,1,0.0
401433,4,580,E,ML,2017,37.70139,-121.885271,8031c3f28401577839f7baac98227db3,3085048,2570443,2567791,1,0.0
401434,4,680,N,ML,2015,37.724997,-121.941236,365cd7f9dad7f91caeeff9c7c111a547,4026985,2533962,3079048,2,50.650956335152635
401435,4,80,E,FF,2015,37.825581,-122.302794,3b30bd6a5293d774aa5ebe1d70cdc395,3039397,2536667,2557178,1,0.0
401436,4,101,N,ML,2005,37.459744,-122.139438,332f91d7ec7de5ee5c4e4f6aab16436f,1015020,1514231,1528872,1,0.0
401437,4,680,S,ML,2017,37.857661,-122.031123,1333bce9382f9a1ce75a6f714ce53acf,4009567,3009569,3057428,1,0.0
401439,4,101,S,ML,2015,37.543495,-122.287061,d295650611ca04be9e8e4820c91be339,1062150,1518243,1544336,2,952.4596168129654
401440,4,880,S,ML,2015,37.356826,-121.908804,689e3d6c829aa4a22155a0a9e7c68842,2111912,2095749,2072370,1,0.0
401441,4,680,N,ML,2015,37.777505,-121.9753,554fe72f0f6433417a0c6f156d72b7f8,4042337,3003697,3054434,2,36.71377927096421
401443,4,101,N,ML,2015,37.529353,-122.273421,3a2d2f5e05e534804d839747516a0d6e,1016979,1515916,1519654,2,999.868466991312
401444,4,680,N,ML,2017,37.857709,-122.030894,29abac221c7717007705a5ba31626893,4020617,3019848,3023897,2,154.73133550953398
401446,4,101,S,ML,2015,37.543613,-122.287169,d295650611ca04be9e8e4820c91be339,1062150,1518243,1544336,2,264.39517201950133
401447,4,580,W,ML,2015,37.811386,-122.249717,40ae8c918853f06a89f91055d4d3a425,3043038,2526155,2552192,1,0.0
401448,4,101,N,ML,2015,37.664493,-122.39791,cbd32a0c5511e1db6056a173bd025afb,1060168,1543102,1500750,2,209.85447725076781
401449,4,92,W,ML,2005,37.52289,-122.332417,f139091c4f71a1b36a07e32437183a49,1071312,1521021,1530670,1,0.0
401450,4,880,S,ML,2017,37.61754,-122.074491,a632381e90b74cb46d7558e965cac35f,3110285,2559510,2571795,1,0.0
401452,4,580,E,ML,2015,37.811293,-122.249829,0c95b5edb4efa755ad0e5fad2d1408fe,3008376,2508400,2579563,1,0.0
401453,4,92,E,ML,2017,37.524638,-122.332182,82a415edf1f137613aa0fab5f683a4a1,1038470,1509647,1544817,1,0.0
401454,4,101,S,ML,2015,37.717182,-122.399154,dae5b5f6a702c48b067c487b67d61a82,34912,1010652,1013956,1,0.0
401455,4,4,E,ML,2005,38.007616,-122.032205,cea61e758d195448ef5b200a0d3933c0,4102565,3044627,3000068,1,0.0
401456,4,4,W,ML,2005,38.007911,-122.03231,f5624931f8859cb43a89b7f35ca36f7e,4121834,3075188,3000064,1,0.0
401457,4,87,S,ML,2015,37.279615,-121.864989,b3f0c929007a64a23689020fb619e8b7,2192139,2142384,2082340,1,0.0
401461,4,680,S,ML,2015,37.75851,-121.964605,d4e03dc1e6301db158402713c50d90c6,4105644,3074065,3071646,2,12.443880938742263
401462,4,101,S,ML,2015,37.690972,-122.391216,ce5a6552a1e8814b7d0b40203053c046,1060900,1515738,1528972,2,1002.4574230904973
401463,4,101,N,ML,2005,37.472754,-122.161627,045e5a77d125a697ba50cc6b8768f8df,1001251,1501261,1507972,1,0.0
401464,4,880,N,ML,2015,37.424833,-121.916049,afc5e00ace8c4156c2eb7198be2346c7,2187736,2051027,2165464,1,0.0
401466,4,280,S,ML,2005,37.329002,-121.869354,f3c48f9fbf88c377c7bc2e97ed866942,2260137,2167744,2131589,1,0.0
401467,4,101,S,ML,2015,37.474668,-122.165291,2f496579fd26999c8ba7405d8ff72a40,1013924,1513269,1537503,1,0.0
401468,4,680,N,ML,2015,37.775076,-121.974082,554fe72f0f6433417a0c6f156d72b7f8,4042337,3003697,3054434,2,204.2202889948577
401469,4,101,N,ML,2015,37.691221,-122.39097,8871dac538f768ed5c76f7f7995842d1,1040116,1532818,1518165,2,896.2536579586032
401472,4,101,N,ML,2015,37.700468,-122.393067,b958a1373a6c1ce3a73a6452ad1ddb96,1054717,1518165,1520711,1,0.0
401474,4,101,N,ML,2015,37.47483,-122.165147,045e5a77d125a697ba50cc6b8768f8df,1001251,1501261,1507972,1,0.0
401475,4,880,S,ML,2015,37.654774,-122.100556,8e6e383d06999b4ed63fd9ebf4e6e345,3094586,2543932,2564348,1,0.0
401476,4,4,W,ML,2015,38.013608,-121.99884,b56ead840e04df3eb9318f74d882b1b0,4090054,3067321,3006727,2,26.07779194951963
401478,4,580,W,ML,2017,37.822927,-122.261851,b8fd8fdab6f79bcd764f2f2b45a0e659,3122891,2544183,2515261,1,0.0
401480,4,80,W,ML,2015,37.99346,-122.301971,07c1815feab000de951dcf9b0e2062ec,4003865,3003939,3000175,1,0.0
401481,4,580,E,ML,2017,37.822748,-122.262051,2952e809b7be7a39e88a747984c89296,3027505,2526353,2506170,1,0.0
401482,4,24,W,ML,2015,37.897809,-122.082484,cc6c9febd8c39132732085b0c5fbe803,4101469,3072356,3052924,1,0.0
401483,4,580,W,ML,2015,37.816343,-122.251589,f6cce164d909fd735241d3172d607062,3163818,2548780,2601342,1,0.0
401484,4,680,S,ML,2017,37.864591,-122.037218,b5478787efcb588946ca14a6945e0d2f,4089977,3066914,3009569,2,192.97849176301492
401485,4,4,E,ML,2015,38.019047,-121.94895,60aa6788a6e195f5ee1d7df6ef23a404,4048183,3042254,3016667,2,102.42481720921435
401486,4,280,N,ML,2015,37.731414,-122.424609,523ea006f54d04189445f1f3fb51e041,13254,1011630,1006481,1,0.0
401487,4,680,N,ML,2015,37.761391,-121.966173,720df988997ba47ef80f1cb8a15d926e,4056752,3048275,3051819,2,11.323889284166073
401488,4,680,S,ML,2015,38.204941,-122.138165,280eb8745fa7f03574e7fda9d0f09759,5009586,3509265,3522437,1,0.0
401489,4,880,N,ML,2015,37.427486,-121.916962,ec84506cf47da464b45a2d02b1aa381d,2252329,2165464,2094057,1,0.0
401496,4,680,S,ML,2015,37.99585,-122.071553,786c2cd5feb731c625f5f75de1c6f5da,4059935,3024246,3060899,1,0.0
401501,4,101,S,ML,2015,37.700511,-122.393392,f43f885c4295bee8f8db964814564ffc,1072161,1547531,1515738,1,0.0
401503,4,80,W,ML,2015,37.825278,-122.30642,9b89a5f78a4058d7c24bc96a351c5e60,3103371,2519445,2547110,1,0.0
401504,4,84,E,ML,2015,37.535252,-122.074943,c92942e21cd829343976bdda1180b4f3,3133722,1542789,2598953,1,0.0
401507,4,101,N,ML,2015,37.412677,-122.079539,43655ef563ceb468f556edf4c87d4cb5,2072120,2013936,2098051,1,0.0
401509,4,80,E,ML,2015,37.904465,-122.313054,0a156241983e4c8b817b1d773b8f6c1e,4005024,3005092,3043503,1,0.0
401512,4,280,S,ML,2015,37.677327,-122.471312,e9a26760232c2bac03345a3e02f8a66f,1069034,1541270,1547061,3,837.0162388662355
401513,4,80,E,ML,2015,37.838814,-122.296557,a22de57f56330cdf97aaad9a36328630,3107675,2583784,2604695,2,604.2608328228562
401515,4,101,S,ML,2015,37.61287,-122.39602,e4a342aa0b22c34697e21827651ae8c1,1067511,1545986,1535329,2,263.92033022038333
401517,4,880,N,ML,2015,37.703862,-122.156797,3bbb726f5deaa6db441f68080aa551e1,3039721,2536949,2570335,1,0.0
401522,4,680,S,ML,2015,37.925437,-122.060919,1a60ce5dac146c1af99f432cc76bbf7a,4013008,3012843,3073337,2,47.14193273506325
401523,4,101,S,ML,2015,37.651292,-122.406933,9a1823c86f8cf502742c8f79396d21e4,1045416,1513789,1528795,2,105.6585000145223
401524,4,80,W,ML,2014,37.877407,-122.307241,aadc8d27204b84278760b55e967150c7,3113479,2557981,2580846,1,0.0
401525,4,4,E,ML,2005,38.023506,-121.974637,13b2c45b12cc6724660aea57bd84bbfb,4009813,3009806,3007856,1,0.0
401526,4,4,W,ML,2015,38.019378,-121.949271,7e580712bb9e6b098c8acc02470f06b6,4062826,3052246,3031483,2,27.45738144853986
401529,4,880,N,ML,2015,37.589488,-122.054221,52ff46a5c7e454a11852414d056e4dbf,3055218,2549466,2562596,1,0.0
401531,4,580,W,ML,2017,37.701058,-121.812858,6bf7d03afceb37ba01b7f859ff938ab4,3071758,2561560,2583805,3,948.6147721723178
401534,4,101,N,ML,2015,37.407511,-122.065278,c18abffbab70283e8613688e276a29e3,2206615,2038311,2166620,1,0.0
401535,4,80,W,ML,2005,37.825278,-122.30642,9b89a5f78a4058d7c24bc96a351c5e60,3103371,2519445,2547110,1,0.0
401537,4,242,N,ML,2015,37.988174,-122.04039,161e14efc48f6ca2d844dc105f1ad80a,4010994,3010927,3070680,1,0.0
401538,4,880,N,ML,2015,37.430587,-121.917925,66739f2efb440c511b02151c164934e0,2109531,2094057,2152590,1,0.0
401539,4,80,W,ML,2015,37.826038,-122.302202,1601b9f7d896ba4cdf6940b364736b76,3014621,2514446,2606044,1,0.0
401541,4,880,N,ML,2015,37.370203,-121.901514,c7ef1bac501e79092d32d30af1edee86,2213484,2032133,2086458,1,0.0
401542,4,680,N,ML,2015,37.906311,-122.069159,992bd6db93e406f66531b96063a89987,4076162,3060168,3044735,2,89.18484401867585
401545,4,880,N,ML,2015,37.559198,-122.03362,38f757ac31f38959612eac4e2ef1a538,3037870,2535389,2515179,1,0.0
401546,4,80,E,ML,2012,37.821967,-122.324715,5378674e6323205dad56195b9c34325f,3055540,1011771,2558049,2,52.5845866448882
401547,4,92,E,ML,2015,37.507109,-122.338144,3e50d45d446634e39e7346b352280841,1018201,1516966,1544674,1,0.0
401548,4,580,E,ML,2015,37.816339,-122.251805,81bcce3f2aabb81c00a58ca951b89ea4,3086057,2571095,2602910,1,0.0
401551,4,80,E,ML,2015,37.972158,-122.319728,b05e2aa5df740ef97ebb26fb26b5d305,4087611,3066164,3019919,1,0.0
401555,4,85,N,ML,2015,37.255657,-121.858984,b5e400fd2aef3304af529fd427e01f84,2194182,2143335,2107920,1,0.0
401556,4,80,W,ML,2011,37.822185,-122.324796,7c9b616f34bb6c8961d3ad3c092e91a5,3082623,2568871,1004082,1,0.0
401557,4,880,S,ML,2005,37.559063,-122.033816,d23e2bb329fa1c1b1e453a01b9360134,3139672,2598732,2594883,1,0.0
401558,4,80,E,ML,2017,37.91859,-122.317348,7fd7f8e275dbfef0fcebf3a3fb0df2ca,4063603,3052726,3059602,1,0.0
401560,4,880,N,ML,2015,37.357526,-121.907884,f0729ad7f59f8629404d95c73ffc8183,2256512,2095723,2133079,1,0.0
401561,4,880,N,ML,2015,37.614012,-122.071623,f22cf196292ab39a49de3737e28f09ca,3160856,2606141,2573331,1,0.0
401564,4,580,E,ML,2017,37.700802,-121.812823,f3c12a0e25207502176968adff57f6ba,3161887,2606439,2541417,1,0.0
401566,4,680,N,ML,2017,37.885203,-122.05459,bcd1613106f9c7b3440f05840afd4225,4093735,3061721,3013714,2,221.206763812901
401568,4,4,E,ML,2015,38.013247,-121.998502,31dcf6d961e8d70a0aed5c02b695e7ba,4024722,3023480,3009806,2,12.44705846176677
401571,4,80,W,ML,2017,37.972099,-122.319898,1578e83951e6d7859622e62619e2d0f6,4010653,3010601,3036458,1,0.0
401573,4,4,W,ML,2005,38.023921,-121.97457,d70ee7337af15ce3dae1912999812c36,4106713,3074483,3067321,1,0.0
401575,4,80,E,ML,2015,37.909564,-122.31655,b45936cc1a7339732450074ae6096e92,4089555,3043503,3070652,1,0.0
401578,4,101,N,ML,2017,37.133642,-121.634578,fd5caaf6a1d6982a87be40ac4168cb1b,2270592,2170590,2158608,2,745.7893601212144
401579,4,101,S,ML,2015,37.140073,-121.640223,069f720ea3c4801f25f997f04e7c0817,2007097,2007152,2041997,1,0.0
401581,4,101,N,ML,2015,37.132846,-121.634117,fd5caaf6a1d6982a87be40ac4168cb1b,2270592,2170590,2158608,2,900.9324073233925
401582,4,680,N,ML,2013,37.704648,-121.924471,9ff710a747582f771cefca96a09745fd,3106229,2583003,2533806,2,159.74385990569772
401583,4,680,N,ML,2015,37.484267,-121.913886,a1cc053648a178315ac421bbe1a01cf6,3107437,2583659,2507994,2,46.31306381403404
401585,4,101,N,ML,2005,37.010092,-121.559679,53d493060d1838defbed6aaa084a726b,2089706,2079493,2094323,1,0.0
401586,4,101,N,ML,2015,37.140251,-121.639919,d8f036d250caf0ce7f38cdc66237a78b,2231573,2158608,2052086,1,0.0
401587,4,680,N,ML,2015,37.713274,-121.931606,3613705b902e4f9d92aca02ebc941ca0,3036037,2533806,2533962,3,2699.103244098216
401588,4,680,S,ML,2011,37.72143,-121.93878,0e824623d4d63b4979b582a0c56bc101,3009658,2509649,2557598,1,0.0
401589,4,101,S,ML,2017,37.066739,-121.587963,41ddb3e5c0eb6577a08fe63c050ad775,2070469,2064436,2006387,2,1533.1015588330627
401590,4,680,S,ML,2015,37.713363,-121.932068,6354c728722ad860f80180cbf6b365c3,3066038,2557598,2517361,3,2800.6885554223645
401592,4,101,N,ML,2017,37.066694,-121.587509,01b68f4163dca71605b6736b14771562,2001848,2001872,2057885,2,1588.3623073745284
401593,4,680,N,ML,2015,37.72851,-121.943953,f1c529d2b90c7f2a94f3bf2f6130c235,4120008,3079048,3042537,3,2987.4364632755046
401594,4,680,N,ML,2015,37.716883,-121.934662,3613705b902e4f9d92aca02ebc941ca0,3036037,2533806,2533962,1,0.0
401595,4,101,S,ML,2005,38.364505,-122.712662,8f4aeb4e2a3df6b008ceaab23985325a,7038172,4510969,4533909,1,0.0
401596,4,680,S,ML,2015,37.697749,-121.921633,91572cd2a28779c17e64190b8496c477,3096617,2577503,2551113,1,0.0
401597,4,87,N,ML,2016,37.2874,-121.869623,109008f26f2ae94e05fefd857138ddc9,2017800,2017657,2009745,2,1219.6426207196507
401598,4,101,N,ML,2015,38.385828,-122.716069,d298e028949a926e725e3c0a83468948,7056409,4521893,4526335,1,0.0
401599,4,101,S,ML,2017,38.413712,-122.7162,76a0ac34f1bccf87e0d4957657c482fe,7031690,4526855,4524335,1,0.0
401600,4,580,W,ML,2011,37.701707,-121.887618,21063260b03bb4e53e1a54e15147f5fa,3021867,2521226,2604266,1,0.0
401601,4,101,S,ML,2005,38.368371,-122.712467,8f4aeb4e2a3df6b008ceaab23985325a,7038172,4510969,4533909,1,0.0
401602,4,101,N,ML,2015,38.421215,-122.715338,c01d806967035a6c3d689dbdab351b22,7051369,4507824,4527190,1,0.0
401603,4,101,N,ML,2015,38.413693,-122.715906,fce6561deeb6d38801dfad3c0f2173d5,7067839,4507111,4532467,1,0.0
401604,4,101,S,ML,2015,38.385827,-122.716316,c3c85aae82fe64fe570407102ba15976,7052354,4538071,4510969,1,0.0
401605,4,101,N,ML,2017,38.364327,-122.712405,5d2cfa71604614f9c9149d7604f12db2,7025020,4522159,4524305,1,0.0
401606,4,87,S,ML,2017,37.287298,-121.869548,b3f0c929007a64a23689020fb619e8b7,2192139,2142384,2082340,2,1166.0000679662294
401608,4,680,N,ML,2015,37.706032,-121.925529,9ff710a747582f771cefca96a09745fd,3106229,2583003,2533806,2,3225.038555172331
401609,4,101,S,ML,2015,38.420521,-122.715784,329eec8e8dc35bcd8d3ab65b0e363c3c,7013576,4512905,4517489,1,0.0
401610,4,980,W,ML,2015,37.810554,-122.275579,538cf04bc3a2133bf8216667aa59f330,3055587,2549762,2525623,1,0.0
401611,4,880,S,ML,2017,37.318919,-121.940307,667ab516457ca0f59809e6ba8c230a5c,2109563,2094084,2003005,2,454.93468233291713
401612,4,4,W,ML,2017,38.004852,-122.038828,f5624931f8859cb43a89b7f35ca36f7e,4121834,3075188,3000064,1,0.0
401613,4,880,N,ML,2015,37.592711,-122.056527,52ff46a5c7e454a11852414d056e4dbf,3055218,2549466,2562596,1,0.0
401614,4,880,S,ML,2015,37.592635,-122.056711,0775878f01bc7c63b1cd11325e82b78b,3004982,2505019,2550371,1,0.0
401615,4,980,E,ML,2015,37.810407,-122.275345,89a20fb9a12370198a9f00f8c5f99024,3091391,2574370,2578536,1,0.0
401617,4,4,E,ML,2015,38.004605,-122.038553,cea61e758d195448ef5b200a0d3933c0,4102565,3044627,3000068,2,44.587309126738994
401620,4,101,N,ML,2013,37.602493,-122.380088,d8adb330554f50c4953e071953b8e43e,1064004,1543604,1522745,1,0.0
401621,4,880,S,ML,2017,37.713988,-122.171625,22b50751b66dc75cb3a59e0c7599c17c,3022967,2522257,2536296,1,0.0
401622,4,101,N,ML,2005,37.603045,-122.380938,d8adb330554f50c4953e071953b8e43e,1064004,1543604,1522745,1,0.0
401624,4,101,N,ML,2015,37.947043,-122.513505,5940632e043e7f2ebf11425883d973d9,8011691,5010375,5011381,1,0.0
401629,4,880,N,ML,2015,37.714115,-122.171416,c616c7af9b746b5d575205fb90826b10,3131720,2595474,2533933,1,0.0
401631,4,101,S,ML,2015,37.60296,-122.381221,172a6270b128cc36026026204b1de248,1006799,1506705,1511742,1,0.0
401634,4,101,S,ML,2015,37.601853,-122.379526,172a6270b128cc36026026204b1de248,1006799,1506705,1511742,1,0.0
401637,4,880,S,ML,2015,37.4562,-121.923217,31fa49b4df8fd6f3f71a191a3b8372f6,3033253,2531420,2125984,1,0.0
401638,4,80,W,ML,2015,38.067752,-122.226796,e9dab87f7995a9e29b7434e72b27c98d,5056236,3522484,3536145,1,0.0
401639,4,880,N,ML,2015,37.508725,-121.968989,5da087a8220b394a08c15a51390fb22d,3062193,2554752,2596550,1,0.0
401642,4,880,S,ML,2017,37.451227,-121.922218,95da7a06617d2ae302a5adb4d7113ce7,2160274,2125984,2157285,1,0.0
401643,4,880,N,ML,2015,37.456422,-121.923067,6d95698079f468036242a9ae2f3f6296,2117225,2099397,2608073,1,0.0
401645,4,80,W,ML,2013,37.962454,-122.328958,8aa3a1d82cd8e2fc781c5e8eee7fc5a6,4068896,3036458,3021213,1,0.0
401649,4,101,S,ML,2015,37.485259,-122.188331,3654b40dd2fb068207d17efab125b210,1015869,1514959,1500513,2,1904.746121995476
401650,4,580,E,ML,2005,37.701648,-121.913371,3483f6d1f2c3736c34f130b45d8c913b,3034980,2532913,2592939,1,0.0
401651,4,101,S,ML,2015,37.508175,-122.249762,1254dc0ec1c154b4881aee3f12a6114c,1005384,1505336,1547625,2,158.0240845889006
401652,4,101,N,ML,2015,37.50798,-122.249252,7f0e6409ec251f745f56cb045cedc0a6,1037400,1531166,1525223,1,0.0
401653,4,101,N,ML,2015,37.483811,-122.181671,8fe0741e023abb5a8f527e42b124e51e,1042366,1534158,1538798,1,0.0
401654,4,580,W,ML,2005,37.700807,-121.924022,d2f99f87044aef8a06d8ce1d766d464a,3140144,2551316,2531631,1,0.0
401655,4,280,N,ML,2015,37.335596,-121.858919,8e8d1e5546d365ebfa4862df6114c191,2152340,2121463,2168573,1,0.0
401657,4,80,E,ML,2015,37.825581,-122.302794,bf39e14aed29a2d0277570f83acd46ff,3127066,2536667,2583483,1,0.0
401658,4,101,N,ML,2017,37.220762,-121.734732,a4d3c3e41fc3a1825e5058f51f54cdf5,2176182,2134570,2008870,1,0.0
401660,4,101,N,ML,2017,37.152456,-121.65189,33f482a2a47dfcbcb1ebeeaf1841cbe5,2055675,2052086,2104075,2,158.3585439226495
401661,4,101,S,ML,2013,37.200086,-121.707386,a6c0459ea9e299d51d113325bf419eee,2178222,2135620,2041107,1,0.0
401662,4,101,N,ML,2017,37.19253,-121.695462,914993e3d7c0b5d15cf799f973a989fa,2155355,2016405,2140210,2,791.6187528082205
401663,4,101,N,ML,2015,37.153831,-121.65322,740e9c13f1b0614ac590f12df8a18fd4,2124184,2104075,2148981,2,369.39611766998
401664,4,80,W,ML,2012,38.052228,-122.228257,7e7c2bd15e83faee157c20cd8bb37c84,4062899,3048076,3054918,1,0.0
401665,4,25,S,ML,2015,36.948171,-121.5126,ba3b5265edbf405aae3285f9e63f2ae1,2450393,2192730,2135257,1,0.0
401666,4,25,S,ML,2015,36.950307,-121.521775,75233f325e56205a8a0e0519da07685f,2125215,2104751,2135257,1,0.0
401668,4,101,S,ML,2015,37.153592,-121.653453,ac4539c8f1f10597ccff21b921cc11f9,2184011,2049225,2091385,2,422.1053887142895
401669,4,101,S,ML,2017,37.220499,-121.734981,818970f66c819e341cbec70f5a0a8030,2138399,2022793,2117056,1,0.0
401670,4,101,N,ML,2014,37.200408,-121.707061,af91fdf413cb1fcc6aa080e7d8c7eea4,2187523,2140210,2140788,1,0.0
401671,4,80,E,ML,2015,37.828559,-122.294113,bf39e14aed29a2d0277570f83acd46ff,3127066,2536667,2583483,1,0.0
401673,4,80,W,ML,2015,38.044315,-122.239419,0a3c4db5ea8e12371dbff7c0f1d343fd,4005112,3005180,3051327,2,31.42324848618484
401674,4,25,N,ML,2015,36.948171,-121.5126,ba3b5265edbf405aae3285f9e63f2ae1,2450393,2192730,2135257,1,0.0
401675,4,80,E,ML,2005,38.044364,-122.239069,653d9eb97fe4fec97526627d5065ad84,4050471,3043909,3011998,1,0.0
401676,4,80,E,ML,2012,38.052365,-122.2278,73a52ffdee1fc50afddf48421051f33b,4057558,3017762,3074206,1,0.0
401677,4,25,N,ML,2015,36.9526,-121.527113,013d0d435b2399344af6ba521f23e56f,2274630,2104751,2090760,1,0.0
401678,4,25,S,ML,2015,36.952601,-121.527114,013d0d435b2399344af6ba521f23e56f,2274630,2104751,2090760,1,0.0
401679,4,25,N,ML,2015,36.950307,-121.521774,75233f325e56205a8a0e0519da07685f,2125215,2104751,2135257,1,0.0
401680,4,25,N,ML,2015,36.962635,-121.54368,19daaa72ec9dc11f57372f9048ee3b8e,2297919,2126452,2103113,1,0.0
401681,4,24,E,ML,2015,37.890212,-122.17369,e17d309521ea78fc9ea7cc059b6a9c19,4111888,3073191,3051893,1,0.0
401682,4,25,N,ML,2015,36.954824,-121.52944,237dbee40536ca64840f54911d478395,2038045,2036576,2090760,1,0.0
401683,4,24,W,ML,2015,37.892591,-122.156901,0d9f2890161f6c83c31d3e3040a8fe14,4006800,3006851,3080064,2,731.0596766099022
401684,4,24,E,ML,2015,37.897341,-122.099019,60397ca3c6f288b5f63d123652955add,4047982,3042111,3050314,1,0.0
401685,4,25,S,ML,2015,36.962635,-121.54368,19daaa72ec9dc11f57372f9048ee3b8e,2297919,2126452,2103113,1,0.0
401686,4,238,S,ML,2015,37.688902,-122.106837,d054ed67fb6cfd78786700986892579a,3138473,2579170,2586141,1,0.0
401687,4,24,E,ML,2015,37.868707,-122.194653,c6b33427d4612ee165e6b6ce681c1113,4098630,3040879,3003567,2,1386.5630490693632
401688,4,25,S,ML,2015,36.954824,-121.52944,bee5c164b9c3cc0e4617b466ae3c8f62,2454647,2090760,2036576,1,0.0
401689,4,24,W,ML,2015,37.888027,-122.177148,e777dbad6055e165112e279bbf304efc,4114795,3077390,3008974,2,1657.8799196305063
401691,4,101,S,ML,2015,37.003565,-121.556793,99888aa265ca1bac0839eacd4d400553,2164139,2128124,2168999,1,0.0
401692,4,24,W,ML,2015,37.897512,-122.10034,80821f0e183521560ce8b780569cbb2d,4063947,3052924,3041075,2,2396.8366658456894
401693,4,37,W,ML,2015,38.137248,-122.256532,645df28bdc6e1f4429378c86089365de,5024075,3521005,3522940,2,155.3964891247506
401694,4,37,E,ML,2015,38.137738,-122.255984,52fdf3ba22d15ee4be4b3bc4f1923cee,5019916,3517907,3505422,2,1240.1848522515788
401695,4,580,E,ML,2017,37.701171,-121.921149,3483f6d1f2c3736c34f130b45d8c913b,3034980,2532913,2592939,1,0.0
401696,4,37,E,ML,2015,38.137205,-122.256577,52fdf3ba22d15ee4be4b3bc4f1923cee,5019916,3517907,3505422,1,0.0
401697,4,680,N,ML,2017,37.708575,-121.92765,3613705b902e4f9d92aca02ebc941ca0,3036037,2533806,2533962,1,0.0
401698,4,80,W,ML,2015,37.836566,-122.296138,303b4ab50cc1d78ff51eb68f11518904,3032106,2530415,2540517,1,0.0
401699,4,37,W,ML,2015,38.141954,-122.246347,2e741b59b239e3f876ef4df89e5f5dbe,5011172,3510661,3525492,1,0.0
401700,4,37,W,ML,2015,38.137782,-122.255936,645df28bdc6e1f4429378c86089365de,5024075,3521005,3522940,2,1244.9254900989768
401701,4,37,E,ML,2015,38.14186,-122.246347,f09aabf13cbf02001e1e370a0b29d52b,5057877,3538302,3518014,1,0.0
401702,4,37,E,ML,2016,38.123781,-122.271749,673e3baf7d2c5d7fbc1f2d34edcae396,5024771,3521494,3517907,1,0.0
401703,4,37,W,ML,2017,38.123853,-122.271793,11fe7b18bfbda0f3836958ee830ea948,5004305,3504313,3506828,1,0.0
401704,4,37,W,ML,2015,38.121697,-122.277273,1ce4068853386bb3cb949e1e6044844a,5006926,3506828,3528512,1,0.0
401705,4,680,S,ML,2015,37.710472,-121.929641,6354c728722ad860f80180cbf6b365c3,3066038,2557598,2517361,1,0.0
401706,4,37,E,ML,2013,38.121597,-122.27723,1ce4068853386bb3cb949e1e6044844a,5006926,3506828,3528512,1,0.0
401710,4,880,S,ML,2013,37.779393,-122.238114,e7e01a7fcb3b2ef5c3d6f9560f455ba7,3154070,2539102,2573881,1,0.0
401714,4,880,S,ML,2015,37.800363,-122.279928,8b8bc1cd59d96246a5be52d450cb2cb5,3092715,2575184,2591046,1,0.0
401716,4,880,S,ML,2015,37.607967,-122.067645,a76e5d7afe487513999d25dd5f29c474,3111133,2584626,2592869,1,0.0
